순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),책소개,목차
11,유아,클래식 뮤지컬 차이콥스키의 발레곡 호두까기 인형 사운드북,255076408,8809264181515,1,"피오나 와트 지음, 올가 데미도바 그림",어스본코리아,20201105,19800,15840,590점,75048,유아,"책소개
아름다운 음악과 함께 즐기는 뮤지컬 『호두까기 인형』
발레곡 ‘호두까기 인형’ 다섯 곡 수록

동화 『호두까기 인형』을 차이콥스키의 아름다운 발레곡 ‘호두까기 인형’과 함께 만나 보세요. 생생한 클래식 음원을 따라 펼쳐지는 이야기를 따라가다 보면, 어느 크리스마스 밤에 벌어지는 환상적인 이야기 속으로 빠져든답니다. 눈 내리는 겨울날 따뜻한 이불 속에서 떠나는 동화 속 여행처럼, 혹은 근사한 무대 위에서 펼쳐지는 생생한 뮤지컬을 감상하는 것처럼, 다양한 느낌으로 감상해 보세요.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
12,유아,우리 아기 오감발달 크리스마스 캐럴 사운드북,375522806,8809264182499,1,"샘 태플린 지음, 페데리카 아이오사 그림",어스본코리아,20251030,19800,17820,990점,5530,유아,"책소개
크리스마스 캐럴 멜로디 5곡과
5가지 포근한 겨울 사운드로 만나는 크리스마스!

청각과 언어 감각, 시각과 촉각을 기르는 ‘만능 사운드북’

두근두근 설레는 크리스마스가 다가와요. 크리스마스 캐럴 멜로디를 들으며 따뜻한 크리스마스를 기다려 볼까요? 버튼을 누르면 〈징글 벨〉, 〈아름답게 장식하세〉, 〈Ding Dong Merrily on High〉, 〈고요한 밤, 거룩한 밤〉, 〈We Wish You A Merry Christmas〉 캐럴 멜로디 5곡이 흘러나와요. 또 짤그랑 쨍그랑! 방울 소리, 딩딩, 타닥타닥! 괘종시계와 모닥불 소리, 딩동딩동 댕! 교회 종소리, 슈욱 뾰로롱! 산타 할아버지의 썰매가 날아가는 소리, 왁자지껄 크리스마스 파티를 즐기는 소리까지 5가지 겨울 사운드를 함께 즐길 수 있지요. 풍성한 사운드와 함께 썰매를 타고, 크리스마스트리를 꾸미고, 모두 모여 캐럴을 부르고, 신나는 파티를 즐기는 그림을 살펴보며 특별한 크리스마스를 보내 보세요!

알록달록 선명한 그림에 초점을 맞추고, 그림 모양을 따라 얕게 파인 홈을 손가락으로 따라가며 촉감을 느끼고, 구멍 속으로 다음 장면에 나올 동물을 들여다보고 찾을 수도 있어요. 아기와 함께 다양한 놀이를 즐겨 보세요!",
13,유아,내가 모은 마지막 순간들,373369918,9788949114521,74800,"마이야 후르메 지음, 정보람 옮김",비룡소,20251002,16000,14400,800점,6610,유아,"책소개
MD 한마디
오늘이 마지막일지도 모를 모든 것에 대하여
살아가며 마주하는 여러가지 형태의 '마지막'을 앨범처럼 담은 책. 수많은 마지막들이 모여 한 사람의 시간을 만들고, 그 결이 삶이 된다는 것을 보여준다. 화이트 레이븐스 선정, 핀란드도서예술위원회가 뽑은 가장 아름다운 그림책.
2025.10.17.
유아 PD 송고운
화이트 레이븐스 선정 도서
핀란드도서예술위원회 선정 가장 아름다운 그림책
볼로냐 라가치상 어메이징 북셸프 선정 도서
디픽투스 선정 가장 뛰어난 그림책 100

아이가 자라며 맞이하는
때로는 아름답고, 때로는 아쉬운 마지막 순간들

아이가 자라며 만나는 개별적인 순간들은 철학적인 여정으로 이어진다. 독자는 하나의 조화를 이루는 글과 그림을 따라가며, 자신만의 기억과 경험으로 새로운 이야기를 채워 나갈 수 있을 것이다. - 북유럽협의회 아동 청소년 문학상 최종 후보 심사평 中

『내가 모은 마지막 순간들』은 시 그림책이자 명상록, 논픽션이자 한 사람의 포트폴리오이기도 하다. 그림책이라는 장르가 얼마나 멋진 예술의 형태가 될 수 있는지 보여 주는 하나의 작품이다. - IBBY 핀란드 협회

아이의 시선으로 바라본 다양한 마지막 순간들을 담은 『내가 모은 마지막 순간들』이 ㈜비룡소에서 출간되었다. 살아가면서 경험하는 다양한 마지막을 하나의 앨범처럼 차곡차곡 모은 그림책으로, 프랑스, 스웨덴, 헝가리 등 전 세계 8개국에 출간되어 사랑받았다. 핀란드의 사계절과 자연의 모습을 담은 일러스트로 핀란드도서예술위원회 선정 가장 아름다운 그림책 및 화이트 레이븐스 도서로 뽑히기도 했다. 또한, 북유럽 문화에 관심을 높이고 독창적인 예술 활동을 기리기 위해 북유럽협의회가 제정한 아동·청소년 문학상 최종 후보에 올랐다. 후보 선정 당시 심사위원은 “아이가 모은 순간들은 폭넓은 해석이 가능한 시각적 시를 연상시킨다.”라고 평한 바 있다. 수채화와 색연필로 그려낸 서정적인 풍경과 여러 인종, 각기 다른 나이대의 인물들이 이야기하는 마지막을 통해 여러 삶의 단면을 보여 주는 그림책이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
14,유아,아름답다는 건 뭘까?,372905392,9791141602857,77830,"사이하테 타히 지음, 아라이 료지 그림, 정수윤 옮김",문학동네,20251021,18000,16200,900점,6060,유아,"책소개
세계적인 그림책의 거장 아라이 료지
생의 감각을 건져 올리는 시인 사이하테 타히
두 작가가 함께 찾아낸
‘아름다움’에 대한 가장 아름다운 정의

붉은 하늘 푸르른 바다를, 바라보는 눈동자

한 아이가 방 안에서 밖을 바라보고 있다. 푸른 수평선 위로 붉은 노을이 드리우는 순간, 그 풍경을 바라보는 아이의 뺨이 분홍빛으로 차오른다. 노을빛의 하늘은 순식간에 머리 위로 달려온 새까만 어둠으로 뒤덮인다. 펼쳐진 어둠 속에서 더욱 반짝이는 것들이 모습을 드러낸다. 하나, 둘, 셋, 넷... 도무지 다 셈할 수도 없이 광활한 별하늘 아래에서 아이는 생각한다. “아름답다는 건 뭘까?”
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
15,유아,따끈따끈 붕어빵 대결,376250748,9788936429515,77810,김원훈 지음,창비,20251107,16800,15120,840점,5490,유아,"책소개
제3회 창비그림책상 최종 후보작
""팥이 좋아, 슈크림이 좋아?“
세상에서 가장 달콤한 대결이 펼쳐진다

팥 붕어빵과 슈크림 붕어빵을 두고 벌이는 유쾌한 한판 승부, 『따끈따끈 붕어빵 대결』이 출간되었다. 붕어빵 가게 앞의 사소한 다툼이 꿈속 모험으로 이어지며, 햄스터 삼둥이가 서로의 마음을 들여다보고 다름을 이해해 가는 과정을 섬세하게 그렸다. 겨울 골목의 김 서린 풍경과 붕어빵의 온기, 사랑스러운 캐릭터의 생생한 표정과 솔직한 감정선이 어우러져 겨울날의 정취를 고스란히 전한다. 흥미진진한 전개와 따뜻한 시선으로 마음이 부딪히고 이어지는 순간을 그려 내며, 제3회 창비그림책상 최종 후보에 올랐다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
16,유아,너에게 주고 싶은 세계의 인형,374035955,9791159955396,77630,"정은주 지음, 박지윤 그림",노란돼지,20251120,20000,18000,"1,000점",5165,어린이,"책소개
전 세계가 사랑한 16개 나라의 인형
인형에 담긴 세계의 역사와 문화 이야기
포근한 기억을 떠올리게 만드는 선물 같은 그림책
사람들의 꿈과 눈물, 사랑과 용기가 담긴 세계의 인형

세계 16개 나라의 인형에 담긴 사람들의 삶, 역사와 문화를 어린이의 눈높이에 맞게 흥미롭게 풀어낸 교양 그림책이다. 어린아이들이 가지고 노는 놀잇감이자 귀여운 장식품으로 여겼던 작은 인형 속에는 놀랍게도 그 나라 사람들이 살아온 이야기가 담겨 있다. 나라마다 인형이 탄생한 배경과 시대를 따라가다 보면, 자연스럽게 다양한 역사와 문화를 이해하고 존중하는 법을 배우게 된다. 더불어 인형에 깃든 따뜻한 마음을 통해 공감과 연민, 용기와 사랑 같은 삶의 소중한 가치들을 발견하게 된다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
17,유아,우리 아기 오감발달 동물농장 사운드북,142232791,8809264180921,1,"샘 태플린 지음, 페데리카 아이오사 그림",어스본코리아,20180411,19800,15840,590점,65928,유아,"책소개
와글와글 동물 농장에는 누가 살고 있을까요?
청각과 언어 감각, 시각과 촉각을 기르는 ‘만능 사운드북’!

닭이 꼬꼬댁 꼬꼬! 병아리가 삐약삐약! 양이 매애 매애! 오리가 꽥꽥! 활기차고 재미난 소리를 내는 동물 친구들을 만나 보세요. 그림에 초점을 맞추고, 손가락으로 오돌토돌한 촉감을 느끼고, 구멍 뒤에 숨은 동물들을 찾아볼 수도 있어요. 아기와 함께 다양한 놀이를 즐겨 보세요!
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
18,유아,"봄 여름 가을 겨울, 시와 함께",372510268,9791194722144,77840,"그랜트 스나이더 지음, 제님 옮김",노는날,20251014,18000,16200,900점,7295,유아,"책소개
2025 아이스너상 후보작
USA 투데이 베스트셀러
2025년 미국 전국 독서 캠페인 선정 도서
2025년 미국도서관협회 주목할 만한 책
주니어 라이브러리 길드 선정 도서

일상의 작은 순간이 시가 되고,
시가 그림이 되어 눈앞에 펼쳐지는 책.
당신의 사계절을 시와 그림으로 채워 보세요.

그랜트 스나이더가 선보이는 특별한 그림 시집, 《봄 여름 가을 겨울, 시와 함께》는 봄의 설렘, 여름의 자유, 가을의 사색, 겨울의 고요까지, 사계절의 변화를 시와 그림으로 담아낸 작품입니다. 짧고 간결하지만 울림 있는 시와 감각적인 그림이 한 페이지에 어우러져, 독자에게 작은 순간의 아름다움을 전합니다. 달팽이의 느린 걸음, 구름을 바라보는 시간, 눈 오는 날의 기다림 등, 평범한 일상 속 장면들이 시가 되어 살아나는 경험을 선사합니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
19,유아,나무 이발사,374014033,9791165703639,77810,정네모 지음,창비교육,20251015,16800,15120,840점,5420,유아,"책소개
『나무 이발사』는 자연에서 만날 수 있는 햇빛의 노란색과 풀잎의 초록색을 주조색으로 사용한 밝고 사랑스러운 그림과, 성장과 회복이라는 따뜻한 메시지로 독자들의 마음에 기분 좋은 울림을 선사하는 그림책이다. 독자들은 이 책을 통해 길거리의 가로수를 보며 미용실 놀이를 하듯 자유로운 상상을 펼칠 수 있는데, 이는 어린이 독자들로 하여금 주변을 관찰하는 힘과 자연에 대한 관심을 높일 뿐만 아니라 창의적 사고를 발달시키는 데에도 도움을 준다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
20,유아,에이디와 나,374260715,9791199206571,77840,"록스 핑크.리치 핑크 지음, 사라 라이스 그림, 김붕년 옮김",서교책방,20251017,16800,15120,840점,5240,어린이,"책소개
국내 소아청소년 분야 최고 권위자 김붕년 교수가 직접 번역한 첫 그림책!

아마존UK, 선데이타임즈 베스트셀러
영국 Love Reading 4kids 이달의 책 선정!
250만 팔로워 ADHD Love의 그림책!

“ADHD를 가진 아이의 엄마이자 20년 넘게 ADHD 학생들을 가르쳐 온 교사로서, 이 이야기는 제 마음을 울렸습니다. 다 읽고 나니 눈물이 핑 돌았습니다. 별 백만 개를 줄 수 있다면 꼭 주고 싶습니다.” _아마존 독자 리뷰 중에서

이 동화는 유난히 산만하고 무엇 하나에 집중하기 어려운 아이, 소피의 이야기입니다. 이런 소피가 자신만이 볼 수 있는 친구, 에이디와 어떤 하루를 보내는지 소개합니다. 어른들은 에이디를 ADHD라 부르지만, 소피는 왜 그렇게 부르는지 이해하지 못합니다. 그저 에이디와 함께 하는 하루는 좀 바쁠 뿐인데 말이죠. 소피는 여러 생각이 동시에 떠올라 한 가지 일만 하는 게 어렵습니다. 머리를 빗다가도 이를 닦고, 가방을 찾다가도 갑자기 코트와 신발 한 짝이 어디 있는지 고민하지요. 학교에서도 마찬가지입니다. 수업에 제대로 집중하지 못하고, 지금 당장의 흥미에 이끌려 여러 곤란한 일을 일으키고, 결국은 선생님께 혼이 나고 맙니다. 하지만 소피는 자신을 있는 그대로 이해해주고, 자신에게 맞는 교육 방식을 제시해주는 교장선생님을 만나 활기를 되찾습니다. 사실, 교장선생님에게도 에이디가 있었기 때문에 소피의 마음을 이해해준 것이죠. 이러한 결말은 산만하고 무언가에 집중하기 어려워하는 아이도 알맞은 교육을 받으면 충분히 많은 희망을 가질 수 있음을 시사하고 있습니다.

이 동화의 번역을 맡은 서울대학교 소아청소년정신과 김붕년 교수는 “아주 아름다운 결말을 가진 긍정 동화”라 말하며, 이 동화가 모든 학교의 교실, 도서관에 놓여 우리 아이들과 학교에서도 《에이디와 나》같은 일이 펼쳐지길 바란다고 전했습니다.

혹시 ‘어, 우리 아이 이야기인데?’, ‘내 이야기랑 비슷한데!’라는 생각을 하셨나요? 그렇다면 꼭 소피와 에이디의 하루를 살펴봐주세요. 어쩌면 사실 여러분의 곁에도 에이디가 있을지 모릅니다!
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
