순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),책소개,목차
26,장르소설,소문,280132175,9791191043419,3830,"오기와라 히로시 지음, 권일영 옮김",모모,20210916,16500,14850,820점,10855,소설/시/희곡,"책소개
“마지막 4글자에 모든 것이 뒤바뀐다!”
일본 미스터리 역사상 최고의 반전이라는 입소문이
그 자체로 진실이 된 바로 그 소설, 『소문』 복간!

새로 런칭하는 향수 홍보를 위해 거짓 소문이 퍼진다. ‘한밤중 시부야에 뉴욕에서 온 살인마 레인맨이 나타나서 소녀들을 죽이고 발목을 잘라 가는데, 뮈리엘 로즈를 뿌리면 괜찮다’라고 하는 도시전설과 같은 소문. 이 소문은 여고생들의 입을 타고 시부야를 중심으로 퍼져나가며 향수는 선풍적인 인기를 끌고 입소문 전략은 대성공을 거둔다. 그런데 소문이 현실이 되어 발목이 잘린 소녀의 시체가 하나둘 발견되는데….

2009년 국내에 처음 출간된 후 미스터리 독자들 사이에서 최고의 반전 소설으로 꼽혔던 오기와라 히로시의 서스펜스 스릴러 『소문』이 새롭게 태어났다. 『소문』의 일본판 띠지 앞면에는 이렇게 적혀 있다. “헉 소리가 나는 충격적인 마지막 한 줄.” 그리고 띠지 뒷면으로 이어지는 문구는 다음과 같다. “읽기 시작하면 뒤가 궁금해져서 멈출 수가 없기에 주의 바랍니다.” 『소문』은 바로 그런 소설이다. 한 번 집어들면 절대 멈출 수 없으며, 그 끝에 다다랐을 때 자기도 모르게 비명과 같은 신음이 터져 나오는, 그런 소설.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
1-32
옮기고 나서"
27,장르소설,해리 포터와 불의 잔 (인터랙티브 에디션),372969942,9791193790960,3840,"J.K. 롤링 지음, 칼 제임스 마운트퍼드 그림, 강동혁 옮김",문학수첩,20251014,55000,49500,"2,750점",12855,소설/시/희곡,"책소개
화려한 그림과 기발한 종이 공예로 큰 사랑을 받은 해리 포터 시리즈,
더 아름다운 일러스트와 함께 새로운 이름으로 재탄생하다!
해리 포터 네 번째 이야기, 『불의 잔: 인터랙티브 에디션』 전 세계 동시 출간!

페이지 곳곳에 실려 있는 아름답고 아기자기한 일러스트, 모든 연령대가 즐길 수 있는 흥미진진한 종이 공예로 큰 인기를 끈 ‘해리 포터 미나리마 에디션’이 ‘해리 포터 인터랙티브 에디션(Harry Potter Interactive Edition)’이라는 새로운 이름으로 마법 세계의 모험을 이어간다. 일러스트레이터 칼 제임스 마운트퍼드와 페이퍼 엔지니어 제스 타이스길버트의 손에 재탄생한 『해리 포터와 불의 잔 : 인터랙티브 에디션』이 마침내 출간되었다. 이번에 처음 선보이는 ‘인터랙티브 에디션’에서는 기존의 ‘미나리마 에디션’과는 또 다른 모습의 해리와 친구들, 8가지 공작 요소로 만들어진 색다른 마법사 세계를 만날 수 있다.

트라이위저드 대회로 시작해, 마법사 세계를 뒤흔들 결정적 사건으로 끝나는 『불의 잔』의 이야기가 완벽하게 담겨 있으며, 거의 모든 페이지에 컬러 삽화가 들어 있다. 독자들은 퀴디치 월드컵 결승전을 보러 간 위즐리 가족의 텐트 속을 탐험하고, 등장인물들과 함께 하늘에 뜬 어둠의 징표를 목격하고, 해리를 따라 검은 호수 안에 들어가 볼 수 있다.

J.K. 롤링이 만들어 낸 마법 세계를 더욱 돋보여 줄 컬러 삽화와 기발한 종이 공예로 가득한 이 책은 해리 포터 팬들에게 특별한 기념품이 되는 것은 물론, 책을 사랑하는 모든 독자들이 책장에 소장하고 싶은 아름다운 도서이자, 새로운 세대와 이 시리즈를 공유하는 멋진 방법이 될 것이다.",
28,장르소설,[북토크] &lt;아무도 오지 않는 곳에서&gt; 천선란 북토크,378421851,,1,천선란 지음,허블,20251219,10000,10000,0점,6460,소설/시/희곡,,
29,장르소설,멋진 실리콘 세계,375537666,9791141602789,3800,단요 외 지음,문학동네,20251030,18500,16650,920점,3690,소설/시/희곡,"책소개
“근사한 여운을 떠나,
이 책 무지 재밌다. 단숨에 읽어버렸다.”
_이세돌(전 프로 바둑기사)

과학기술 발전의 면면을 파헤치는 한 · 중 · 일 SF 프로젝트!

현대사회를 향해 끊임없이 날카로운 질문을 던져온 작가 장강명의 기획 아래, 한 · 중 · 일을 대표하는 여덟 명의 소설가가 참여한 ‘STS(Science, Technology and Society) SF’ 앤솔러지 『멋진 실리콘 세계』가 출간되었다. STS란 과학기술이 삶과 사회에 미치는 영향을 비판적으로 탐구하는 움직임으로, 장강명의 STS SF 소설집 『당신이 보고 싶어하는 세상』을 통해 급격한 기술 발전의 시대에 대응하는 문제의식으로서 독자에게 소개된 바 있다. 이 문제의식을 보다 다층적인 시선으로 조명하는 이번 프로젝트에는 『삼체』 3부작으로 아시아 작가 최초로 휴고상을 수상한 중국의 대표적인 SF 작가 류츠신, 데뷔작으로 ‘올해의 킨들 도서’ 소설 · 문예 부문 1위를 차지한 뒤 일본SF대상과 성운상을 수상하며 활발하게 활동해온 후지이 다이요가 참여해 심도 깊은 상상력의 세계를 선보인다. 여기에 더해 한국 SF를 이끌어가는 여섯 명의 소설가, 단요 우다영 윤여경 장강명 전윤호 조시현이 뜻을 모았다. 세 나라를 대표하는 작가들이 한자리에 모인 만큼, 국경을 넘나드는 다채로운 이야기의 스펙트럼이 펼쳐진다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
기획의 말 007
그들이 땅의 기초를 놓을 때에 | 단요 009
중국 태양 | 류츠신 071
헤아림으로 말미암아 | 우다영 137
당신의 운명은 시스템 오류입니다 | 윤여경 173
동물＋친구×로봇 | 장강명 221
멋진 실리콘 세계 | 전윤호 289
슈거 블룸 | 조시현 347
빛보다 빠르게 날 수 있다면 | 후지이 다이요 397"
30,장르소설,키메라의 땅 1,369731176,9788932925349,4860,"베르나르 베르베르 지음, 김희진 옮김",열린책들,20250820,17800,16020,890점,30410,소설/시/희곡,"책소개
진기한 과학적 상상력의 이야기꾼,
베르나르 베르베르의 도발적인 미래 소설

마르지 않는 과학적 상상력으로 무장한 이 시대 최고의 이야기꾼, 베르나르 베르베르가 신작 장편 『키메라의 땅』으로 돌아왔다. 파멸적인 핵전쟁 후 극소수 인간만 생존한 지구. 그곳에 인간과 동물의 혼종 신인류, 에어리얼, 디거, 노틱이 탄생한다. 배타적인 구인류와 탁월한 적응력을 지닌 신인류 3종족의 갈등, 그리고 뒤늦게 등장하는 또 다른 키메라까지……. 멸망한 지구의 새 하늘과 땅과 바다에서, 이들은 어떤 운명을 개척해 나갈 것인가. 인류의 미래에 대한 깊은 통찰력으로 펼쳐 보이는, 전혀 새로운 스타일의 포스트 아포칼립스!
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
제1막 씨앗
제2막 뿌리
제3막 줄기"
31,장르소설,마녀의 여행 21,376971222,9791138441834,4830,"시라이시 죠우기 지음, 아즈루 그림, 이신 옮김",㈜소미미디어,20251120,10000,9000,500점,4890,소설/시/희곡,"책소개
어느 곳에 한 명의 마녀가 있었습니다. 이름은 일레이나.
자유롭게, 홀로 여행을 만끽하고 있습니다.
이번에 그녀가 만나는 사람들은――.
부자연스러울 만큼 본인을 꼭 닮은? 선행을 계속하는 일레이누 씨,
고향을 지키기 위해 마물 누시를 토벌하는 두 남매,
사막에서 유적 발굴을 계속하는 청년과 소꿉친구 여성,
자신들의 대의에 도취되어 있는 ‘해방 연합’,
완벽한 ‘숲의 오솔길’을 추구하는 남성과 마녀들,
그리고 일레이나와 맺어질 운명의 사람도…….
“잠시 데이트라도 해볼까요?”
특이한 풍습과 어려운 사건에 휘둘리면서도 만남과 이별을 거듭합니다.","목차
제1장 가짜 재의 마녀
제2장 소년의 꿈
제3장 착한 아이
제4장 사막의 보물
제5장 강철의 숲
제6장 숲속 오솔길의 주의 사항
제7장 운명의 사람"
32,장르소설,통역사,375394531,9791168343290,3810,이소영 지음,래빗홀,20251029,16800,15120,840점,4720,소설/시/희곡,"책소개
“내 말을 통역해줄 수 있어요? 당신이 해야 해요.”

★강화길 소설가, 장일호 기자 추천★
★출간 전 영상화 확정★

살인 사건 용의자가 된 네팔의 여신
진실을 밝히기 위한 필사의 추격

영화 〈옥수역 귀신〉, 〈로봇, 소리〉, 〈미확인 동영상―절대클릭금지〉, 〈아파트〉, 〈여고괴담3―여우계단〉 등의 시나리오를 써온 25년 차 영화 시나리오 작가이자, 첫 장편소설 《알래스카 한의원》이 단숨에 소설 베스트 순위에 오르며 이름을 알린 이소영 작가의 신작 장편소설 《통역사》가 출간되었다. 밀도 높은 몰입감으로 한국 사회가 당면한 문제를 날카롭게 정조준한 이번 작품은 또 한 편의 정교하고 생동감 넘치는 세계를 탄생시키며 출간 전 영상화가 확정되었다.

네팔에 현존하는 가장 대중적인 여신 ‘쿠마리’. 과거 쿠마리였던 여성이 대한민국을 떠들썩하게 한 살인 사건의 용의자로 지목된다. 생계를 위해 대형마트 와인 코너와 네팔어 법정 통역사로 투잡을 뛰던 ‘도화’에게 걸려온 한 통의 전화. 전화를 건 변호사 ‘재만’은 1억 원을 대가로 피고인 ‘차미바트’의 법정 허위 통역을 해줄 것을 제안한다. 증거, 자백 모두 확실한데 이제 와 딴소리를 하는 피고인이 법정 최고형을 받아 정의가 실현되도록 도와달라는 것. 개인 파산과 암 수술의 후유증에 시달리던 도화는 찝찝함을 무릅쓰고 위험한 거래를 수락한다. 재판 내내 알 수 없는 이야기만 반복하는 차미바트를 외면한 채 계획대로 허위 통역을 진행하는 도화. 재판 후 머릿속을 떠나지 않는 차미바트의 증언을 좇을수록 거래 뒤에 감춰진 진실과 마주하게 된다.

“진짜 듣는다는 건 뭐지?”(작가 인터뷰)라는 질문에서 출발한 소설답게, 《통역사》는 결혼이주여성, 이주노동자, 원전 폐기물 등 줄곧 외면되어온 현대 사회의 문제들을 깊이 있게 파고든다. 그 과정에서 자본의 논리와 무자비한 폭력 앞에 짓밟혔던 존엄과 정의가 목소리를 얻기 시작하며 독자에게 선명한 울림을 자아낸다. “우리 사회가 누락시키고 있는 말은 무엇인지, 그 말을 어떻게 들을 것인지, 무엇보다 들을 준비가 되었는지 돌아보게”(장일호 기자) 한다는 점에서 이 소설은 그간 공동체가 놓쳐왔던 말들과 공명할 특별한 장을 마련해낸다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
프롤로그

1장 미친 여자와 보라색 나비
2장 파란 남자
3장 이빨과 주사위

작가의 말 ? 추천의 말"
33,장르소설,탐정 아케치는 사건을 찾아 달린다,376251572,9791141602505,3830,"이마무라 마사히로 지음, 김은모 옮김",엘릭시르,20251107,18800,16920,940점,3150,소설/시/희곡,"책소개
『시인장의 살인』 이전, 신코 대학교에는 ‘명탐정’이 있었다!

“하무라, 네가 내 브레이크가 돼줘.”
미스터리라면 물불 안 가리는 탐정, 아케치 교스케

“나는 미스터리 못지않게,
이 사람의 행동에 끌리는 듯하다.”
탐정의 조수이자 브레이크, 하무라 유즈루

★데뷔작으로 미스터리 랭킹 4관왕★
『시인장의 살인』 스핀오프 신작 마침내 출간!

일본 미스터리 팬들의 폭발적인 사랑을 받으며 누적 판매 부수 140만 부(2025년 기준)를 돌파한 이마무라 마사히로의 대표작, 『시인장의 살인』 시리즈의 스핀오프가 엘릭시르에서 출간되었다. 이번 신작 『탐정 아케치는 사건을 찾아 달린다』에서는 첫 등장에서부터 독보적인 개성을 뽐내고, 그에 매료된 독자들이 오랫동안 재등장하기를 염원하게 만들었던 탐정 ‘아케치 교스케’가 마침내 주인공으로 돌아와 여러 가지 사건을 해결하기 위해 동분서주한다.

새 학기부터 ‘시인장’으로 여름 합숙을 떠나기 이전까지, 신코 대학교의 동아리 ‘미스터리 애호회’의 회장 아케치와 신입부원 하무라가 서로 짝을 이루어 캠퍼스 안팎에서 벌어지는 갖가지 ‘일상 속 미스터리’를 해결한다. 대학 건물에 침입했으면서 아무것도 훔치지 않은 절도범, 말도 안 되는 비싼 값에 팔려나간 구닥다리 빌딩, 멀쩡한 바지 속에서 찢긴 속옷, 코앞에서 감쪽같이 사라진 시험문제와 다세대 맨션 전체에 뿌려진 스토커의 편지에 관한 사건까지…… 엉뚱하고 황당한 해프닝부터 미소를 자아내는 따뜻한 사연에 이르는, 독특한 특수설정 없이도 흥미진진하고 다채로운 청춘의 일상 속 수수께끼가 『탐정 아케치는 사건을 찾아 달린다』에서 펼쳐진다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
처음도 마지막도 아닌 사건
어떤 일상의 수수께끼에 대해
만취 속옷 파손 사건
종교학 시험문제 유출 사건
편지 살포 하이츠 사건"
34,장르소설,키메라의 땅 2,369731260,9788932925356,4860,"베르나르 베르베르 지음, 김희진 옮김",열린책들,20250820,17800,16020,890점,26920,소설/시/희곡,"책소개
진기한 과학적 상상력의 이야기꾼,
베르나르 베르베르의 도발적인 미래 소설

마르지 않는 과학적 상상력으로 무장한 이 시대 최고의 이야기꾼, 베르나르 베르베르가 신작 장편 『키메라의 땅』으로 돌아왔다. 파멸적인 핵전쟁 후 극소수 인간만 생존한 지구. 그곳에 인간과 동물의 혼종 신인류, 에어리얼, 디거, 노틱이 탄생한다. 배타적인 구인류와 탁월한 적응력을 지닌 신인류 3종족의 갈등, 그리고 뒤늦게 등장하는 또 다른 키메라까지……. 멸망한 지구의 새 하늘과 땅과 바다에서, 이들은 어떤 운명을 개척해 나갈 것인가. 인류의 미래에 대한 깊은 통찰력으로 펼쳐 보이는, 전혀 새로운 스타일의 포스트 아포칼립스!
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
제4막 가지
제5막 꽃
제6막 열매

작가의 말 | 감사의 말 | 옮긴이의 말"
35,장르소설,"죄, 만 년을 사랑하다",377709190,9791167375964,3830,"요시다 슈이치 지음, 이영미 옮김",은행나무,20251120,18000,16200,900점,4540,소설/시/희곡,"책소개
요시다 슈이치의 귀환, 완전히 새로운 미스터리의 탄생
한 사람의 폭풍 같은 생애에 얽힌 수수께끼
스토리텔링의 거장이 그리는 강렬하고 묵직한 인간 드라마

★★★★★ “완전히 새로운 작품이 탄생할 거라는 예감이 들었습니다.” _요시다 슈이치
★★★★★ “요시다 슈이치 문학 사상 가장 본격적이며 도전적인 작품.” _요시다 다이스케(서평가)
★★★★★ 야마모토 슈고로상 · 아쿠타가와상 · 예술선장 문부과학대신상 수상 작가의 최신작

지금 일본에서 가장 사랑받는 소설가, 요시다 슈이치의 《죄, 만 년을 사랑하다》가 은행나무출판사에서 출간되었다. ‘인간=이야기’라는 신념으로 다양한 장르를 넘나들며 독자들의 꾸준한 지지를 받아온 저자가 이번에는 폭풍우가 몰아치는 섬을 무대로 한 미스터리를 선보인다. 고립된 섬에서 열린 파티, 기묘한 의뢰를 받은 탐정, 정체불명의 보석 등 정통 추리소설의 요소를 충실히 갖춘 이야기는 등장인물들과 함께 수수께끼를 풀어가는 듯한 재미를 선사하며, 작가 특유의 사회적 시선이 더해져 예상치 못한 독창적인 결말로 나아간다. “지금까지와는 다른, 완전히 새로운 이야기를 쓰고 싶었다”라는 것이 집필의 출발점이었던 만큼, 수수께끼의 끝에서 마주하는 것은 결코 잊을 수 없는 한 생애와 시대에 새겨진 비극과 사랑이다. “시작부터 결말에 이르기까지 매 장면이 신선하며 본격적이다”라는 평을 받은 이 작품은, 노련한 스토리텔링 거장만이 보여줄 수 있는 참신한 시도와 깊이가 돋보이는 미스터리 인간 드라마다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
36,장르소설,어서 오세요 실력지상주의 교실에 3학년 편 1,374961136,9791138488167,4830,"키누가사 쇼고 지음, 토모세 슌사쿠 그림, 조민정 옮김",㈜소미미디어,20251030,8500,7650,420점,7210,소설/시/희곡,"책소개
자, 진정한 실력주의를 시작하자.

2학년 마지막 「학년말 특별시험」을 거치고 3학년을 A반으로 맞이한 호리키타와 전 1학년 D반. 그러나 최대 일등 공신인 아야노코지 키요타카가 반을 바꾸고 만다. 호리키타 반 학생들은 혼란과 혼돈에 빠지는데── 거기에는 단 하나의 잔혹한 사실이 존재하고 있었다. 호리키타와 3학년 A반은 『아야노코지 키요타카』를 이기지 못하면 A반으로 졸업할 수 없다.
성장을 보여주고 있는 류엔과 B반, 아야노코지의 C반과 이치노세의 D반에 새로운 연결이 생기는 가운데, 3학년 첫 특별시험인 『단체전, 소수전 학력 종합 테스트』가 발표된다! A반으로 졸업할 수 있는 반은 오직 하나. 어느 반이 정상에 오를 것인가! 대망의 『3학년 편』 스타트!","목차
○끝나는 일상
○혼란
○확인하다
○새롭게 시작하는 일 년
○외부에서 의외로 더 잘 보이는 법
○교착
○C반에서의 학교생활
○아야노코지의 패배
○적과 아군
○앞에서 기다리는 것"
37,장르소설,일곱 번째는 내가 아니다,372260462,9791193904565,3840,"폴 클리브 지음, 백지선 옮김",서삼독,20250917,18000,16200,900점,22980,소설/시/희곡,"책소개
★ 한국 드라마화 확정 ★
★뉴질랜드 역사상 가장 많이 팔린 소설 ★
★ 전 세계 300만 부 베스트셀러 ★
★ 독일 아마존 스릴러 1위 ★

“내가 읽은 스릴러 중 최고의 오프닝 챕터”_독자 리뷰
3개 대륙을 사로잡은 범죄스릴러 제왕 폴 클리브 역작

뉴질랜드 역사상 가장 많이 팔린 소설, 북미, 유럽, 호주까지 3개 대륙의 범죄소설상을 모두 석권한 폴 클리브의 역작 《일곱 번째는 내가 아니다》가 서삼독에서 출간되었다. 《일곱 번째는 내가 아니다》는 무명 작가의 데뷔작이었지만 출간 후 빠르게 입소문을 타고 뉴질랜드에서 가장 많이 팔린 소설 중 하나가 되었다. 세계적으로 300만 부 이상이 판매된 이 소설은 출간 이듬해 독일 아마존에서 스릴러소설 분야 1위에 오르고 뉴질랜드의 나이오 마쉬상, 호주의 네드 켈리상 최종후보에 노미네이트되는 등 지리적 한계를 뛰어넘은 작품이다. 2024년에는 아마존 프라임 TV시리즈로 방영되었으며 한국에서도 드라마화가 진행 중이다.

작가 폴 클리브는 전업 작가가 된 후 10여 편의 장르소설을 집필하며 프랑스 생모르도서전 범죄소설상을 수상하고 뉴질랜드 최고의 범죄소설상 나이오 마쉬상을 세 차례나 수상했다. 뿐만 아니라 그의 작품들은 20개의 언어로 번역되고 에드거상, 배리상, 에드거 앨런 포상의 최종후보에 오르는 등 3개 대륙의 평단과 독자들을 사로잡으며 소설 배경이 되는 그의 고향 크라이스트처치를 널리 알리고 있다.

《일곱 번째는 내가 아니다》는 낮에는 어눌한 청소부, 밤에는 살인을 일삼는 연쇄 살인마의 이야기를 다루고 있다. 그림처럼 아름다운 도시 크라이스트처치를 배경으로 일곱 건의 살인을 저지르고도 잡히지 않은 범죄자 조와, 그를 관찰하는 선량한 동료 샐리의 시점이 교차되는 소설이다. 흔히 그려진 냉혹한 살인범 캐릭터에서 벗어나는 찌질하고 오만한 주인공, 중반 이후 독자의 허를 찌르고 흐름을 완전히 바꿔놓는 스토리의 변곡점, 범죄자를 응징하고픈 독자의 보편적 욕구를 만족시키는 장면들, 그리고 결말을 전혀 예측할 수 없는 서스펜스까지, 식상한 구석이 단 하나도 없는 스릴러 《일곱 번째는 내가 아니다》는 왜 지금 다양한 나라에서 영상화되고 다시 읽히는지를 충분히 납득시키는 세련된 작품이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
38,장르소설,세상의 마지막 기차역 (50만 부 판매 기념 리커버 에디션),368038025,9791191043754,3830,"무라세 다케시 지음, 김지연 옮김",모모,20250717,16800,15120,840점,10277,소설/시/희곡,"책소개
MD 한마디
열차 사고로 사랑하는 이를 잃은 사람들, 사고 당일의 열차에 올라 사랑하는 이의 마지막을 함께할 수 있는 방법이 있다는 소문이 돌자, 그들은 간절한 그 순간을 위해 열차에 오르기로 결심한다. 애틋한 그리움이 만드는 기적 같은 이야기 -소설PD 박형욱
독자들의 입소문으로 만들어진 초대형 베스트셀러 50만 부 판매 기념 리커버 에디션 전격 출시! 2022년 출간 후 단숨에 외국 소설 분야 1위, 종합 베스트셀러에 오르며 2025년에 이르기까지 누적 판매 부수 50만 부를 기록, 온오프라인 전 서점 스테디셀러로서 수많은 독자의 마음을 울린 《세상의 마지막 기차역》. “읽는 내내 눈물이 펑펑 쏟아져서 도저히 한 번에 읽을 수 없다”, “주인공에 이입되어 그리운 사람이 떠올라 가슴이 먹먹해졌다”, “지금 내 곁에 있는 사랑하는 사람의 소중함을 일깨워 주는, 고맙다거나 사랑한다는 낯부끄러운 말도 더 자주 표현해야겠다고 용기를 주는 고마운 책” “다 읽고 나면 흘린 눈물만큼 마음이 단단해진다” 등 독자들 사이에서 크게 입소문이 나며 사랑받아 왔다. 이번에 새롭게 출간하는 《세상의 마지막 기차역》은 50만 부 기념 리커버 에디션으로, 믿고 보는 일러스트레이터 반지수 작가와 의기투합하여 새 표지로 독자들을 만날 예정이다. 기존의 표지가 현실에서 기차 사고가 일어날 줄은 꿈에도 모른 채 여느 때와 다름없는 평화로운 어느 봄날을 그려내 오히려 슬픔을 배가시켰다면, 이번 리커버 표지는 현실 너머 사고로 죽은 이들이 도착하게 될 또 다른 세상의 마지막 기차역을 상상하며 그려내 뭉클함을 더욱 강조했다. 현실에 남겨진 사람도, 떠난 사람도 결국에는 서로의 안위와 행복을 바란다는 점에서 이번 표지 역시 밝지만, 그 안에는 깊은 애틋함, 안타까움과 슬픔이 깃들어 있다. “떠나보내지 못한 마음과 어떻게 작별해야 하는지 이 책을 읽으며 비로소 깨달았다”라는 어느 독자의 가슴 찡한 감상처럼, 이 책은 단 한 번이라도 사랑하는 사람을 잃고 상실감에 빠져본 사람, 당장은 아니지만 언제든 예기치 못한 이별을 겪게 될지 모를 우리 모두에게 진정으로 슬픔을 치유하는 힘을 선사한다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
제1화 연인에게
제2화 아버지에게
제3화 당신에게
제4화 남편에게"
39,장르소설,용신 연못의 작은 시체,374467867,9791193149591,3830,"가지 다쓰오 지음, 이연승 옮김",블루홀식스(블루홀6),20251022,18800,16920,940점,5115,소설/시/희곡,"책소개
가지 다쓰오의 『용신 연못의 작은 시체』가 블루홀식스에서 출간되었다. 블루홀식스는 창립 이래 매년 미스터리, 추리소설 출판 종수가 압도적 1위인 출판사이다. ‘유키 하루오’, ‘미키 아키코’, ‘아사쿠라 아키나리’, ‘하야사카 야부사카’, ‘후루타 덴’ 등 국내 미출간 작가들의 작품들과 국내에서 아직 인지도가 없었던 ‘오승호’(고 가쓰히로), ‘우사미 마코토’ 작가의 작품들을 블루홀식스의 사명(使命)으로 알고 출간하여 왔다. 특히 ‘나카야마 시치리’의 작품들을 시리즈별로 꾸준히 출간하여 나카야마 시치리는 현재 일본을 대표하는 인기 작가가 되었다. 이 또한 블루홀식스 출판사만의 성과이자 지향점이라고 할 수 있다. 『용신 연못의 작은 시체』는 마니아들 사이에서 ‘복선의 신’이자 ‘전설’이라는 명성을 쌓은 작품으로, 마침내 40여 년 만에 부활한 전설의 본격 미스터리다. 현란한 트릭, 완벽한 복선 회수, 논리적 완결성, 밀도 높은 전개와 더불어 전후의 상실감, 가족을 둘러싼 죄의식, 인간 심연의 어두운 심리 등 정통 미스터리의 본질을 총체적으로 보여준다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
제1장 굶주린 무리
제2장 용의 산 제물
제3장 C=16 배합법
제4장 살의의 순간
제5장 균열 파국
해설 미쓰다 신조
옮긴이의 말"
40,장르소설,우리가 빛의 속도로 갈 수 없다면,193591681,9791190090018,3810,김초엽 지음,허블,20190624,17000,15300,850점,60708,소설/시/희곡,"책소개
MD 한마디
한국 SF의 미래가 될 작가, 김초엽 첫 소설집
제43회 오늘의 작가상 수상작. 한국과학문학상 대상과 가작을 동시에 수상하며 차세대 SF 작가의 화려한 등장을 알린 김초엽의 첫 소설집으로, 그야말로 올해 가장 핫한 작가이자 책입니다. 읽은 분이라면 누구나 ""시선에서 질문까지, 모두 인상적""이란 평가에 고개를 끄덕이실 겝니다. 한국 SF의 현재이자 미래가 될 작가의 행보가 더욱 기대됩니다.
2019.06.28.
소설/시 PD 김도훈
“젊은 소설가의 첫 작품집이라고는 믿기지 않을 정도로 매끄럽게 이어지는 이야기 속에서 내가 생각하는 소설가의 눈과 입을 발견했다. 시선에서 질문까지, 모두 인상적이다.”
-김연수(소설가)

“마음을 다 맡기며 좋아할 수 있는 새로운 작가를 만나서 벅차다.”
-정세랑(소설가)

오늘날 전 세계 독자가 사랑하는 “우리의 첫 번째 SF”

과학도였던 김초엽 작가는 2017년 「관내분실」로 제2회 한국과학문학상 중단편 대상을, 「우리가 빛의 속도로 갈 수 없다면」으로 가작을 수상하며 작품 활동을 시작했다. 이 두 작품을 수록한 첫 소설집 『우리가 빛의 속도로 갈 수 없다면』은 출간 이후 독자와 평단의 주목을 받았는데, 2019년 제43회 오늘의 작가상 수상, 조선일보·동아일보·문화일보·한겨레·경향신문·시사IN 올해의 책 선정, 교보문고·알라딘·예스24 올해의 책 선정, 대한출판문화협회 올해의 청소년 교양 도서·한국문화예술위원회(아르코) 문학나눔 도서로 선정되었으며, 2020년엔 포항시·구미시·김해시 올해의 책 선정되었을 뿐만 아니라 소설가 정세랑·김연수 등을 비롯해 뮤지션 장기하, 영화감독 김보라 등 여러 아티스트들의 찬사를 받으며 전 영역에서 뜨거운 관심을 받았다. 이후 2023년엔 비중화권 작가 최초로 중국의 대표적 SF 문학상인 중국성운상 번역작품 부문 금상과 은하상 최고인기외국작가상을 동시 수상하면서 국제적으로도 높은 평가를 받았다.

『우리가 빛의 속도로 갈 수 없다면』은 현재까지 40만 부가 판매되었으며, 미국 사이먼 앤 슈스터(사가 프레스)를 포함한 10여 개국에 판권이 수출되었다. 일본·대만·중국·스페인·프랑스에서 출간되어 해외 팬들의 사랑을 받고 있다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
순례자들은 왜 돌아오지 않는가 - 007
스펙트럼 - 057
공생 가설 - 097
우리가 빛의 속도로 갈 수 없다면 - 145
감정의 물성 - 189
관내분실 - 219
나의 우주 영웅에 관하여 - 273

해설 | 인아영(문학평론가)
아름다운 존재들의 제자리를 찾아서 - 321
작가의 말 - 337"
