순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),책소개,목차
116,만화,마루는 강쥐 8,373271203,9791173150807,7810,모죠 지음,문페이스,20251023,16000,14400,800점,6865,만화,"책소개
""...이거 아니면 싫어.""
마루가 제일 좋은! 마루가 아니면 안 되는 언니들 모여라~
가을을 맞아 마음이 쓸쓸해?질 틈도 없이 『마루는 강쥐』 8권이 찾아왔다!
봄, 여름, 가을까지 마루와 함께해요♡

""잠자리채 들어! 괴물 사냥이다!""
밤이 되면 침대 밑에서 나타나 아이를 끌고 가는 괴물이 있다고?
하지만 마루는 괴물 따위 무섭지 않지. 잠자리채 하나면 준비 완료!
공개합니다, 마루가 알려주는 괴물 사냥 필승 비법~

""조심해! 외계인한테 잡혀간다!""
아무도 본 적 없는 301호 주민의 비밀은? 외계인?!
설마 지구를 침략하러 온 걸까? 하지만 왠지 좋은 외계인 같다?.
우주 식물에 UFO까지 보여주는 이웃집 외계인, 너의 정체가 궁금해!

웹툰 92~104화 수록! 단행본에서만 볼 수 있는 특별 부록
'무지개 빌라 이야기'까지 담아낸 『마루는 강쥐』 8권
.
.
""내려와서 같이 놀자~""
무지개 빌라 이웃들과 함께 외계인을 만나러 가는 마루.
과연 마루와 이웃들은 301호 외계인과 친구가 될 수 있을까?","목차
Chapter 92 애착 인형을 살려라
Chapter 93 마루의 첫 친구는 누구?
Chapter 94 침대 밑 괴물을 사냥하라!
Chapter 95 괴물의 정체
Chapter 96 너의 영혼이 보여
Chapter 97 잡아라, 울짝팡♡
Chapter 98 새 친구
Chapter 99 무인도에 갇히다
Chapter 100 살려주세요
Chapter 101 돈가방을 지켜라
Chapter 102 환장하겠네
Chapter 103 외계인을 잡아라!!!
Chapter 104 인간, 제거하라! 제거하라!"
117,만화,사피엔스 : 그래픽 히스토리 Vol.1,256860565,9788934991328,7900,"다니엘 카사나브 그림, 김명주 옮김, 유발 하라리 원작, 다비드 반데르묄렝 각색",김영사,20201123,19800,17820,990점,46670,인문학,"책소개
MD 한마디
만화로 읽는 『사피엔스』
『사피엔스』는 영장류의 한 종이었던 호모 사피엔스가 최상위 포식자가 되기까지 역사를 다룬다. 생물학, 인류학, 뇌과학, 종교학, 역사 등 다양한 학문을 넘나들며 논의를 전개하여 이해하기가 쉽지만은 않다. 이제 『사피엔스: 그래픽 히스토리 Vol.1』에서 도움을 구해보자.
2020.12.01.
인문 PD 손민규
쉽고 재밌는 또 다른 『사피엔스』의 탄생!
전 세계 1600만 부, 국내 100만 부 베스트셀러를 ‘그래픽 히스토리’로 만나다

‘그래픽 히스토리’로 돌아온 『사피엔스』의 빅 퀘스천 1탄: 인류의 탄생
흥미롭고 기발한 만화적 상상력으로 재미와 이해도를 높인 『사피엔스』

2015년 11월 출간 이후 하라리 열풍을 일으킨 『사피엔스』가 ‘그래픽 히스토리’로 돌아왔다. 2020년부터 1년마다 순차적으로 출간되는 『사피엔스: 그래픽 히스토리』 시리즈는 교양 논픽션인 원작의 핵심이 기발한 각색과 세련된 그림을 통해 흡인력 강한 스토리텔링으로 재탄생한 그래픽노블의 걸작이다. 그중 첫 권은 원작의 ‘1부 인지혁명’을 다룬다. 인류 진화의 여정이 리얼리티 TV쇼로 생중계되고, ‘픽션’ 박사가 문명의 토대가 된 ‘허구’의 가공할 힘을 설명한다. 역사학, 생물학, 인류학 등의 학문적 내용을 짜임새 있게 시각화해 전문지식을 이해하기 쉽게 전달하고, 역사적 인물과 사건, 다양한 예술작품이 곳곳에 위트 있게 등장해 읽는 재미를 더한다. 역사학자 유발과 조카 조이가 만나면서 시작한 이야기가 사피엔스를 피고로 세운 법정의 충격적인 장면에서 끝날 때까지, 새롭고 생생한 스토리텔링으로 인류 문명사의 핵심을 정리한다.

 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
역사 연대표

사바나의 반역자
허구의 대가들
섹스, 거짓말, 그리고 동굴벽화
대륙 간 연쇄살해범

감사의 말
호모 속의 종들에 관하여"
118,만화,패밀리 레스토랑 가자. 上,337054427,9788954698726,7830,"와야마 야마 지음, 현승희 옮김",문학동네,20240401,8500,7650,420점,32552,만화,"책소개
『가라오케 가자!』와 연결되는 새로운 시리즈,
『패밀리 레스토랑 가자.』 上권 출간!

『가라오케 가자!』의 노래방 대회 후 4년.
새로운 곳에서 재회한 야쿠자 쿄지×대학생 사토미,
다시 한번 테이블에 마주앉은 두 남자의 이야기.

대학생이 된 사토미는 도쿄에서 우연한 사건을 계기로 심야의 패밀리 레스토랑 아르바이트를 시작한다.
수상한 만화가 2인조가 레스토랑에 찾아오는 가운데
야쿠자 쿄지가 사토미를 찾아와 밥을 사주는 날들이 이어진다.","목차
제0화
제1화
제2화
제3화
제4화
제5화
제6화
제7화
제8화
제9화
후기"
119,만화,주술회전 29 트리플 특장판,362208365,9791142802393,47830,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20250430,6000,5400,300점,27095,만화,"책소개
미겔과 라루, 게토 일파 두 사람의 조력을 받아 육박하는 이타도리 일행을 상대로, 깎여나간 힘을 ‘흑섬’으로 되찾아가는 스쿠나…!! 극한의 공방을 이어나가는 가운데, 이타도리 또한 ‘흑섬’을 통한 각성으로 자신의 잠재 능력을 해방시키는데――?!",
120,만화,"적어도, 이건 사랑 7",376754729,9791141171254,7650,후지모모 지음,학산문화사(만화),20251111,6000,5400,300점,2730,만화,,
121,만화,우주형제 45,376191863,9791142813597,47830,"츄야 코야마 지음, 유유리 옮김",서울미디어코믹스(서울문화사),20251106,5000,4500,250점,2700,만화,"책소개
NASA, JAXA, 로스코스모스 공동 작업으로 표류 중인 뭇타의 궤도 산출 성공.
히비토가 탄 소유즈를 해당 위치로 보내는 뭇타 구출 미션 진행 중.
예측 불허한 산소 잔량과 어긋난 궤도로 인한 발견 지연 등
불안 요소는 수없이 많다.
절망 속, 형제의 랑데부는 성공할 것인가――!",
122,만화,최고의 건물과 거리를 그리는 기술,373404388,9788931476996,13650,"건축지식 지음, 김재훈 옮김",영진.com(영진닷컴),20251027,21000,18900,"1,050점",3820,만화,"책소개
『최고의 건물과 거리를 그리는 기술』은 건축 전공자가 아니더라도 사실적이고 매력적인 건물과 거리를 그릴 수 있도록 돕는 드로잉 실용서이다. 이 책은 건축 전문 잡지인 『건축지식』에 수록되었던 특집 내용을 바탕으로 재편집해, 독자들이 한 권으로 건축 드로잉의 원리와 기법을 체계적으로 익힐 수 있도록 구성했다.

책은 총 5개의 PART로 이루어져 있으며, 건축 작화의 기본 원칙에서 거리 풍경 연출, 시대와 판타지 세계를 담은 건축 표현, 투시도와 구도의 전략, 그리고 실무 프레젠테이션 기법까지 폭넓게 다룬다. 지붕과 창호, 발코니 같은 디테일에서 전통과 현대 주거 공간, 도시의 거리 풍경까지 실제 규격과 원리에 근거한 묘사법을 담아 그림에 사실감을 더한다. 또한 사람과 소품, 빛과 그림자를 활용해 장면의 생동감을 살리고, 현실과 상상을 넘나드는 다양한 무대를 창조하는 즐거움까지 전한다.

특히 투시도와 구도의 기본기를 익히면 한 장의 그림이 주는 인상과 감정을 설계할 수 있어, 완성도 높은 건축 일러스트를 완성할 수 있다. 마지막으로, 설계 현장에서 활용되는 손그림 기법과 프레젠테이션 노하우를 담아, 그림이 소통과 설득의 강력한 도구가 될 수 있음을 보여준다. 이 책은 건축 드로잉 입문자부터 현업 실무자까지, 그림 속에 리얼리티와 감동을 더하고 싶은 모든 독자에게 든든한 길잡이가 될 것이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
01. 원칙을 알면 건축을 그릴 수 있다
요즘 목조 주택을 그린다
멋진 철근콘크리트 아파트를 그린다
지붕의 투시도법
지붕을 다양하게 표현한다
개구부 그리는 법
전통 공간의 모듈과 규격
전통 공간에 쓸 수 있는 여러 가지 지식
현대식 방의 모듈과 규격
현대식 공간에 쓸 수 있는 여러 가지 지식 ①
현대식 공간에 쓸 수 있는 여러 가지 지식 ②
계단 그리는 법
이동 공간의 모듈과 규격
이동 공간에 쓸 수 있는 여러 가지 지식
부엌의 모듈과 규격
물 사용 공간의 모듈과 규격
물 사용 공간에 쓸 수 있는 여러 가지 지식
실외 공간의 모듈과 규격
실외 공간에 쓸 수 있는 여러 가지 지식

02. 리얼리티를 연출하는 작화술
음영 표현의 기본을 알자
음영은 색감을 통일한다
효과적인 음영 사용으로 드라마틱한 연출
낮과 밤의 빛 변화를 표현한다
따스하고 그리운 주택의 불빛
분주한 점포의 불빛을 표현한다
색채의 기초 지식을 익히자
논리적으로 채색한다
색채원근법으로 통일감과 강약을 조절한다!
멀수룩 푸르스름하게 보이는 ‘레일리 산란’
공기가 뿌옇게 흐려지는 ‘미 산란’
알아두면 좋은 재료와 도구
목적에 알맞은 터치
물체의 질감을 색으로 표현한다
광원 연출을 모노크롬 변환으로 확인
한색 선화로 세밀한 일러스트를 강조한다
선화는 최소한의 묘사로 심플하게
선화만으로 세계관을 구축
선화를 활용해서 채색한다
지금 바로 쓸 수 있는 ‘마커 스케치’ 테크닉
색연필은 해칭으로 질감, 입체감을 더한다
투명 수채는 채색 순서가 중요하다
웨트 인 웨트(wet in wet)로 섬세하게 연출
소재의 노후화를 그린다
질감의 종류
건물을 강조하는 구름 표현
구성 요소는 전략적으로 배치한다
별도의 구성 요소가 있으면 안 되는 곳도 있다
공간 표현은 스케일에 주의!
구성 요소는 대략적으로 그린다
생활감은 소품으로 보여준다
사람은 모듈로 그린다
길거리에 군중을 그려 넣는다
나무는 줄기와 잎의 비율이 핵심
외관의 매력을 높이는 식재 그리는 법
내관의 매력을 높이는 식재 그리는 법
나무를 겹쳐서 높낮이를 표현한다
하이라이트로 생생한 식물을 그린다
자연 묘사로 지질을 표현한다
구성 요소로 보기 좋은 ‘복잡함’을 연출한다
가구는 세부 묘사와 음영이 핵심
애니메이션 미술 설정으로 배우는 세계관 구축하는 법

03. 무대 설정별 건축 지식과 연출 기법
에도 시대의 길거리를 그린다
분위기 있는 신사를 그린다
레트로 건물을 그린다
레트로 주택단지는 비좁은 공간과 생활감으로 표현
의도한 거친 묘사가 그리움을 자극한다
설비를 그려 리얼리티를 더한다
전형적인 학교의 평범한 교실
최첨단 교실로 업데이트
학교 조리실을 그린다
학교 보건실을 그린다
역참 마을의 구조
항구 마을의 구조
성곽과 성하마을의 구조
신도시의 구조
판타지 건물을 창작한다
동양풍의 분위기를 연출한다

04. 도법과 구도의 기초 지식
투시도법의 기초를 알자
원근법의 기본을 이해하자
1점 투시도법
1점 투시도법은 특정 범위를 간단히 표현할 수 있다
2점 투시도법
넓은 범위를 표현하고 싶을 때는 2점 투시도가 최적
‘요코우치식’ 1점 투시도법으로 효율적으로 그린다
여러 모티브를 비스듬히 배치한다
VP를 옮겨서 자연스럽게 보여준다
모티브를 강조할 수 있는 강화원근법
도면으로 원근법 이외의 표현
보여주고 싶은 것으로 등각투영도의 각도를 조절한다
대각선을 사용해 벽을 균등하게 분할한다
랜덤한 폭도 대각선으로 간단히 분할할 수 있다
1점 투시로 둥근 바닥과 테이블을 그린다
소품은 전부 단순한 형태로 분할해서 그린다
오르막은 위아래 2개의 VP로 그린다
내리막은 오르막을 응용해서 그린다
경사천장은 3개의 VP로 그린다
계단은 경사로를 응용해서 그릴 수 있다
구도와 화각의 사용법
화각과 구도의 선택으로 현장감 UP
첫인상으로 끌어당긴다
핵심은 미리 정해 둔다
길거리를 그리는 기본
길거리만으로 보기 좋은 화면을 만든다
금방이라도 움직일 듯한 표현
실루엣을 잡고 그린다
직선과 곡선을 사용한 공간 표현과 구도
세계관을 한 장의 종이로 전달한다
건물이 있는 배경에 캐릭터를 배치
캐릭터를 강조한다

05. 그림 실력 향상은 설계 숙달이 지름길
마음을 흔드는 ‘손그림’의 힘
도판 자료의 특성을 정리하고 활용한다
채색과 그림자의 효과로 평면도를 입체로
단면도에서는 그림자 표현이 더욱 중요
입면도에 입체감을 더하면 효과 발군
도면의 스케일에 알맞은 색을 사용한다
일러스트의 의도를 색으로 강조한다
원근법으로 효과적인 이미지 공유
멋진 프레젠테이션 시트의 비법
시퀀스로 상상력을 자극한다
친숙한 표현으로 건축을 쉽게
‘세일즈 포인트’를 적절하게 어필하는 프레젠테이션 시트
효과적인 구도, 화각을 설정한다
핵심을 여기저기에 만든다
건물의 용도를 구성 요소로 표현한다
손그림으로 정확하고 빠르게! 워킹 퍼스의 추천
‘설계’로 의뢰인의 본심을 끌어낸다
한 번의 프레젠테이션으로 이해와 공감을 최대한 얻으려면
펼쳐보기"
123,만화,리코리스 리코일 1 (트리플 특전판),377924710,9791173207587,7830,"비젠 야스노리 지음, 이주엽 옮김, Spider Lily 원작",YNK MEDIA(만화),20251127,6000,5400,300점,5330,만화,"책소개
흉악 범죄가 전혀 일어나지 않는 나라 일본.
그 치안을 그늘에서 유지하는 에이전트 「리코리스」의 정체는,
교복을 입은 채 도시에 녹아든 소녀들이었다―.
읽으면 더욱더 『리코리스 리코일』이 좋아지는 기대받는 코미컬라이즈 제1탄!",
124,만화,앨리스와 셰에라자드 : 가면무도회,375158361,9791141601959,7830,"모로호시 다이지로 지음, 고현진 옮김",문학동네,20251031,11000,9900,550점,3975,만화,"책소개
앨리스와 미스 홉슨의
기묘하고 유쾌한 사건 노트 2탄!

영적인 힘을 타고난 앨리스와 군인 집안 출신이자 다양한 무기를 잘 다루는 미스 홉슨. 이 여성 듀오의 기묘하고 유쾌한 활약을 그린 두번째 권 『앨리스와 셰에라자드 ~가면무도회~』가 출간되었다. 꿈속에서 본 그림의 모델을 찾아달라는 화가, 책에 쓰인 글자가 사라졌다며 글자의 행방을 알아봐달라는 백작, 유령이 나타난다는 가면무도회에서 만난 불가사의한 존재들, 사라진 반려묘를 찾아달라는 꼬마 남매의 의뢰까지 더욱 기이하고 신비로운 에피소드 8편을 수록했다.","목차
유디트
강령회의 밤
십자로의 악마
다시 돌아온 유디트
다섯 장의 카드
가면무도회
고양이 강령회
경계의 작은 집"
125,만화,유령성의 남편님 1,375046159,9791142331367,7830,시바미야 유키 지음,대원씨아이(만화),20251024,7000,6300,350점,3250,만화,"책소개
무시무시한 소문이 떠도는 ‘새틴발트의 유령성’에 시집을 가게 된 왕고집 아가씨 밀러. 세간에는 불경죄로 죽었다고 알려져 도망칠 곳도 없다…! 마치 유령 같은 성주 리하르트 님의 후계자를 남기는 것이 밀러의 ‘임무’라고 하는데?! 최강 공포 부부의 결혼 코미디 개막!",
126,만화,팔견전 23,374961203,9791138487795,7830,"아베 미유키 지음, 박소현 옮김",㈜소미미디어,20251029,6000,5400,300점,5080,만화,"책소개
나는 마지막까지, 「사람」이고 싶어……

시노에게 목이 베였으나 검은 큰구렁이와 동화되어 황궁을 습격하는 타마즈사.
쌓이고 쌓인 그 원한은 팔견사가 가진 '구슬'만으로는 봉인하기 어려웠던 탓에
시노 일행은 다시 전력을 기울여 타마즈사를 공격하기로 한다.
오로지 각자가 가슴에 품은 '소원'을 이룰 그 순간만을 굳게 믿고서…….
그리고 짐승 빙의의 네 가문의 힘으로 황궁에 타마즈사를 가둠으로써 팔견사의 마지막 사투가 시작된다.
그러던 중, 「후세히메」라 자칭하는 어떤 여자가 나타나는데……?!

운명적 낭만담◆제23권!!
보너스 만화도 수록!","목차
제77화 ―분리된 영혼―
제78화 ―숙주―
제79화 ―사이히메―
제79.5화 ―찻집 사람들―
후기"
127,만화,만화 인소의 법칙 8 (한정판),377267608,9791173820618,4810,"아현 지음, 유한려 원작",디앤씨웹툰비즈,20251128,35000,31500,"1,750점",3710,만화,"책소개
“그게 지금 내가 하고 싶은 거니까.”

지호의 부탁으로 한울 그룹 파티에 동행하게 된 단이. 난다 긴다 하는 재벌들이 모두 참여한 그곳에, 어쩐 일인지 아는 얼굴들이 전부 모여 있다?!
친구들과 즐거운 시간을 보내고 귀가하던 단이와 여령은 뜻밖에도 손발이 묶인 채 낯선 곳에서 눈을 뜨게 된다. 당황도 잠시, 소설 속이 위험할 리가 없기에 침착함을 유지하지만 곧 납치범이 꺼낸 말에 큰 충격을 받게 되고…. 과연 단이를 충격에 빠트린 납치범의 청제는…?!

※ 단행본 8권에는 연재분 126화~145화까지의 원고를 담았습니다.

※ 한정판 구성
- 『만화 인소의 법칙 8』 단행본
- 2단 아크릴 디오라마
- 권은형 학생증 (5.3×8.4cm)
- 캐릭터 키링 시리즈7 반여단 (3×7cm)
- 엽서 4종 (10.5×15cm)","목차
20화 파티에서(1)
21화 파티에서(2)
22화 납치 사건"
128,만화,블루 록 33,374593353,9791141164126,7650,"노무라 유스케 지음, 카네시로 무네유키 원작",학산문화사(만화),20251023,6000,5400,300점,7885,만화,"책소개
절망과 희망이 뒤섞이는 최종전! 신 영웅대전 vs. 프랑스전, 드디어 결판!!

라스트 골을 차지하고자 이사기와 카이저가 손을 잡으며 팀 전체가 활성화한 독일! 이에 질세라 프랑스도 합공을 펼치며 일진일퇴의 공방은 격화한다! 그런 과열된 필드에서 여전히 카이저를 갈구하다 혼자 남겨진 네스. 과연 자신이 재기할 길을 찾을 수 있을 것인가―. 격동의 신 영웅대전, 완전 우승은 누구의 손에?! 사상 최대로 예측 불가능한 결말을 목격하라!!
사투를 거치고 신 영웅 탄생을 향해! '블루 록'이 낳은 에고는 세계를 뒤집는다!!",
129,만화,귀멸의 칼날 1~23 박스 세트 - 전23권 (완결),304249889,9791169471336,,고토게 코요하루 지음,학산문화사(만화),20221103,138000,124200,"6,900점",9734,만화,,
130,만화,꿈인지 생시인지 1,378237082,9791142335570,7830,사키사카 이오 지음,대원씨아이(만화),20251128,6500,5850,320점,4150,만화,"책소개
낯가림이 심하고, 말주변도 없는 ‘호쇼 이로하’는 고등학교 1학년. 겉보기엔 늘 기분이 언짢아 보이는 탓에 외톨이로 하루하루를 보내지만, 유일하게 마음을 허락한 ‘선배’가 있다. 그는 바로 ‘아쿠츠 소우’……. 항상 웃는 얼굴로 이로하가 듣고 싶은 말을 해주는 존재다. 우리 반에 내 자리가 없어도, 선배가 있으면 돼! 하지만 어느 날, 동급생에게 선배와 이로하가 안고 있던 비밀을 들키는데….",
131,만화,야마다 군과 Lv999의 사랑을 하다 1,373998674,9791127884031,7830,"마시로 지음, 송재희 옮김",디앤씨미디어(주)(D&C미디어),20250920,8000,7200,400점,5910,만화,"책소개
남자 친구가 온라인 게임에서 만난 여자와 바람을 피워서 차인 아카네.
화풀이로 전 남친과 플레이했던 게임에서 잡몹을 사냥하던 중 같은 길드 멤버인 뽀글머리남·야마다가 말을 걸어온다.
남자 친구에게 차인 것을 홧김에 야마다에게 하소연하지만 「관심은 없네요」라며 매정한 대답을 듣는다.
이후 아카네는 전 남친에게 설욕하고자 예쁘게 꾸미고서 게임의 오프라인 이벤트에 참석하지만,
거기서 도움 받은 잘생긴 남자로부터 길드 멤버인 야마다와 완전히 똑같은 말을 듣는데……","목차
제1화 게임하는 남자들은 이래서 안 된다니까!!
제2화 야마다, 좀 쌀쌀맞지 않아?
제3화 설마 하룻밤 실수를?!
제4화 제대로 취사선택해 주세요
제5화 슬슬 보스 나올 시간이라
제6화 걱정했어요
제7화 두 사람은 혹시
제8화 정모하고 싶어♡
제9화 루리공주 맞지?!
스페셜 번외편 어느 밤에 있었던 일"
132,만화,주술회전 27 트리플 특장판,345848982,9791136791047,47830,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20240829,6000,5400,300점,36401,만화,"책소개
카시모VS.스쿠나 & 타카바VS.켄자쿠

‘그’의 패배 이후, 사태는 급박하게 변한다――!!



고죠의 패배――그 죽음을 애도할 새도 없이 스쿠나와의 싸움에 임하는 카시모! 카시모는 목숨을 걸고 술식을 해방하지만, 스쿠나는 강생을 통한 변신을 완수하며…?! 한편, 스쿠나전(戰) 이면에선 개그맨 타카바가 켄자쿠를 상대로 일대일 대결에 나서는데?!!",
133,만화,야마다 군과 Lv999의 사랑을 하다 2,373999147,9791127884048,7830,"마시로 지음, 송재희 옮김",디앤씨미디어(주)(D&C미디어),20250920,8000,7200,400점,5625,만화,"책소개
“아카네 씨는 혹시 야마다 씨를 좋아하시나요?”

온라인 게임뿐만 아니라 현실에서도 야마다와 조금씩 교류하게 된 아카네.
야마다가 신경 쓰이기 시작하던 와중, 아카네는 게임 속 길드 마스터인 루리공주의 초대를 받아 정모에 참석한다.
멤버들과 처음으로 직접 만나게 된 길드 모임에서, 아카네에게 또다시 트러블이 발생하는데?!","목차
제10화 야마다 씨를 좋아해요?
제11화 새삼스럽게
제12화 10분만 여기서 기다려 줘!
제13화 예정 같은 거 없어
제14화 자세히 말해 줘야겠어
제15화 혹시 다쳤어요?
제16화 컴퓨터는 잘 모르지만
제17화 개인적으로는 러브 코미디식 전개를 원해
제18화 미안한 짓을 했네….
제19화 분명 다가가지 않는 게
스페셜 번외편 사사키 씨네 루나 양은"
134,만화,나나 NANA 완전판 2,373273580,9791141166885,7650,야자와 아이 지음,학산문화사(만화),20251028,12000,10800,600점,7170,만화,"책소개
첫 연재 이후로 지금까지 꾸준히 사랑받는 레전드 순정만화! 작화, 연출 모두 지금 보아도 트렌디한 올라운더! 그 시절 소녀들에게 꿈과 희망, 사랑과 절망을 알려준 바로 그 작품, 〈NANA〉가 연재 25주년을 기념하여 완전판으로 출간됩니다. 기존 단행본에 흑백으로 실린 컬러 일러스트를 온전히 수록하였으며, 새로운 번역 및 편집은 물론 훨씬 커진 판형으로 가독성까지 고려하여 최고의 퀄리티로 선보입니다.",
135,만화,괴이 씨와 아스카 군의 이야기,378831569,9791194930754,7830,"시즈마 지음, 김산 옮김",리크,20251126,7000,6300,350점,7570,만화,"책소개
정체불명의 인외 ‘괴이 씨’와 다정한 ‘아스카 군’의 달콤한 일상

아스카는 어느 날 퇴근길에 기묘하고 거대한 ‘무언가’를 만나고 겁에 질려 도망친다. 아스카를 따라온 '그'는 놀란 아스카를 품에 안아 달래고, 떨어트리고 간 교통카드를 건넨다. 의외로 나쁜 사람(?)은 아닐지도 모른다는 생각에 아스카는 그를 집 안으로 초대하고, 그날 이후 ‘괴이 씨’는 아스카의 집에 찾아오기 시작하는데….","목차
제1화 아스카 군, 괴이 씨를 만나다
제2화 아스카 군, 괴이 씨와 친해지다
제3화 괴이 씨의 몸
제4화 자기 잘못은 쏙 빼고 남 얘기만 하는 괴이 씨
제5화 좌식 의자를 사고 싶은 아스카 군
제6화 거침없이 거리를 좁히는 괴이 씨
제7화 괴이 씨, 아스카 군을 곤란하게 하다
제8화 점점 거침없어지는 괴이 씨
제9화 괴이 씨와 아스카 군과 그놈
제10화 괴이 씨와 아스카 군, 엇갈리다
제11화 괴이 씨와 아스카 군의 핼러윈
제12화 괴이 씨에게 상처를 입히고 싶지 않은 아스카 군
제13화 행동하는 괴이 씨
제14화 아스카 군, 친구와 집에서 술을 마시다
제15화 아스카 군, 고향에 내려가다
제16화 항상 있던 괴이 씨
제17화 괴이 씨와 아스카 군의 이야기
특별편 괴이 씨는 아스카 군을 너무 좋아해
펼쳐보기"
136,만화,야마다 군과 Lv999의 사랑을 하다 3,373999390,9791127884055,7830,"마시로 지음, 송재희 옮김",디앤씨미디어(주)(D&C미디어),20250920,8000,7200,400점,5570,만화,"책소개
“만약 내가 야마다에게 사귀자고 했더라면 뭐라고 했을 거야?”

온라인 게임에서 알게 된 아카네와 야마다.
길드 멤버들과의 교류를 통해, 야마다네 학교 문화제에 놀러가는 등 조금씩 거리가 가까워진 두 사람이지만─.
「이 관계는 어디까지나 친구 사이인걸까…….」
스스로의 마음에 확신이 없는 가운데, 심한 감기에 걸린 아카네가 길거리에서 쓰러지고 만다.
그런 그녀 앞에 나타난 인물은……?!","목차
제20화 안심하고 싶나요?
제21화 회선 핑계 대지 마
제22화 왜 웃고 있어요?
제23화 그냥 사귀어 버리는 게 어때?
제24화 만약 그렇다면 그건 굉장히
제25화 무시무시한 함정인 거야
제26화 홀수는 싫어!!
제27화 누구 대신할 사람 없어요?
제28화 미안, 야마다
제29화 그러고 보니 예전에
제30화 뭔가 그게 더 좋지 않아?
스페셜 번외편 어느 밤에 있었던 일Ⅱ"
137,만화,그 비스크 돌은 사랑을 한다 14,362120342,9791138486156,7830,"후쿠다 신이치 지음, 박연지 옮김",㈜소미미디어,20250416,6000,5400,300점,8058,만화,"책소개
TV 애니메이션 2기, 2025년 7월 방영 예정!!
메가히트 코스프레 러브 코미디!!

첫 코믹 마켓은 대성공!
…일 텐데…?

전대미문의 대열광을 일으킨 마린의 하니엘 코스프레. 원작자의 눈에까지 들어 그 반향은 점점 더 널리 퍼져 나간다. 그러나 와카나의 표정은 어둡고, 마린과의 관계도 서먹해진 모양…. 그 와중에 두 사람은 히나 인형 행사에. 어색함을 숨긴 두 사람 앞에 생각지도 못한 인물이 나타나는데…?!","목차
제103화
제104화
제105화
제106화
제107화
제108화
제109화
보너스"
138,만화,마남 이치 2 (더블 특전판),374276000,9791142812040,47830,"유사자키 시로 지음, 유유리 옮김, 니시 오사무 원작",서울미디어코믹스(서울문화사),20251014,7000,6300,350점,9750,만화,"책소개
2025 차세대 만화대상 만화 부분 1위, 마법 헌팅 판타지의 화려한 등장!

팀 데스카라스의 대원이 된 이치는 마녀협회의 임무로 빙교 사냥에 파견된다.
도착한 곳에는 얼음이 된 마을 사람들의 모습이…!!
생물을 얼음 덩어리로 만드는 흉악한 “빙교의 마법”을 사냥해 습득하기 위해, 극한의 땅에서 가혹한 시련에 도전한다――!!
데스카라스와 쿠무기가 어려운 시련에 고전하는 사이, 이치가 놀라운 비책을 떠올리는데…?!",
139,만화,어제 뭐 먹었어? 24,371721896,9791128372445,47830,요시나가 후미 지음,삼양출판사(만화),20250908,6000,5400,300점,8530,만화,"책소개
2DK의 집, 중년 남자 둘, 식비 월 4만 엔(점심 식비 별도).
이 만화는 카케이 시로(변호사)와 야부키 켄지(미용사)의 '식생활'을 둘러싼 이야기를 다루고 있다.
이번 24권의 메뉴는...
채소볶음나물 비빔밥, 군만두, 양갈비소테, 흰살생선 세비체, 닭다리살 토마토스끼야끼, 드롭 초코칩쿠키, 고등어 샌드위치, 된장우동, 고기채소볶음국수 등.","목차
#185 - 003
#186 - 021
#187 - 041
#188 - 061
#189 - 079
#190 - 095
#191 - 113
#192 - 131"
