순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),책소개,목차
45,요리/살림,바람공방의 무늬 패턴집 200,377012921,9791194777687,13590,"바람공방 지음, 배혜영 옮김",한즈미디어(한스미디어),20251121,20000,18000,"1,000점",2130,건강/취미,"책소개
글로벌 뜨개 작가 바람공방의 패턴 모음집
니터를 위한 200가지 대바늘 뜨개 무늬

수십 년간 작품 활동을 해온 뜨개 작가 바람공방이 직접 소개하는 대바늘 뜨개 패턴집을 드디어 한국어판으로 소개한다. 이 책은 ‘무늬’를 테마로 해 겉뜨기와 안뜨기의 특징을 이용해 만드는 무늬, 바늘비우기를 활용한 레이스 무늬, 한국인이 제일 사랑하는 아란 무늬, 옷을 마무리할 때 쓰기 좋은 고무단과 꼬임 무늬 등 실용성 높으면서 아름다운 뜨개 패턴 200가지를 수록했다. 모든 패턴은 실제 편물 사진과 도안을 함께 수록해 과정과 결과를 한 번에 파악하기에도, 원하는 패턴을 골라 조합해 나만의 옷을 만들기에도 좋다. 이 책을 통해 대바늘 무늬 뜨기의 즐거움을 만끽해 보자!",
46,요리/살림,홀리의 코바늘 키링,362764427,9791158464424,13590,홀리(홍성애) 지음,비타북스,20250430,24000,21600,"1,200점",7920,건강/취미,"책소개
“귀여운 건 다 코바늘로 만들 수 있어!”
지금 가장 핫한 뜨개 인플루언서 홀리의 첫 번째 도안집!

최근 2030 세대를 중심으로 '손으로 만드는 즐거움'이 다시 주목받고 있다. 분주한 일상, 자극적인 콘텐츠 속에서 편안한 마음으로 집중할 수 있는 무언가를 찾는 사람이 늘고 있는 것이다. 그중에서도 뜨개질은 감성적이고 레트로한 취미로 특히 각광받고 있다. ‘코바늘 뜨개사 홀리’는 인스타그램 7만, 유튜브 4만의 구독자를 보유한 지금 가장 핫한 뜨개 인플루언서로, 붕어빵 키링과 뜨냥이(뜨개+고양이), 뜨바오(뜨개+푸바오) 등 개성 넘치는 도안을 공유하며 독보적인 뜨개 인플루언서로 자리 잡았다. 그리고 지금까지 자신이 공유한 도안과 미공개 도안을 포함해 총 36가지 작품이 수록된 첫 번째 도안집 『홀리의 코바늘 키링』을 출시했다.

처음 뜨개질을 시작하는 사람들은 어떤 실을 사야 할지, 어떤 도안부터 시작해야 할지 막막할 때가 많다. 그럴 때 키링은 재료와 난이도 면에서 부담 없이 도전할 수 있는 아이템이다. 작고 귀엽고 실용적인 데다 코바늘을 처음 잡는 초보라도 단 30분이면 가장 쉬운 작품을 완성할 수 있어 성취감도 느끼기 좋다. 코바늘 입문자들을 위한 『홀리의 코바늘 키링』은 꼭 필요한 코바늘 뜨개 도구부터 기초 스티치, 난이도별 작품, 그리고 홀리만의 감성 에세이까지 담겨 만드는 재미, 읽는 재미를 모두 잡은 ‘코바늘 입문 패키지’ 같은 책이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
47,요리/살림,365일 집밥 레시피,378362986,9791140716524,13590,유누맘(황보경) 지음,길벗,20251126,25000,22500,"1,250점",2340,요리/살림,"책소개
오늘은 또 뭘 먹지? 매일 냉장고 앞에서 고민하고 계시진 않으신가요? 일주일에 한 번 장을 보고 그 재료를 남김없이 소진하는데, 매일 메뉴가 바뀐다면 따라 하지 않을 이유가 없겠죠? 여기 16만 팔로워들의 절대적인 지지를 받고 있는 유누맘의 레시피 123품을 한 권의 책으로 엮었습니다. 제철 재료를 사용한 식단표를 그대로 따라하다 보면 메뉴 고민도 사라지고 식비도 자연스레 절약할 수 있습니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
48,요리/살림,바람공방의 배색 패턴집 277,377013602,9791194777694,13590,"바람공방 지음, 배혜영 옮김",한즈미디어(한스미디어),20251121,20000,18000,"1,000점",2180,건강/취미,"책소개
글로벌 뜨개 작가 바람공방의 배색 모음집
니터를 위한 277가지 대바늘 배색 패턴

수십 년간 작품 활동을 해온 뜨개 작가 바람공방이 직접 소개하는 대바늘 배색 패턴집을 드디어 한국어판으로 소개한다. 이 책은 ‘배색’을 테마로 심플한 스트라이프나 체크, 걸러뜨기 배색, 아가일 무늬부터 다양한 색상을 조화롭게 사용해 매력적인 페어아일, 노르딕 무늬 등 활용 가능성은 높으면서 아름다운 뜨개 배색 패턴 277가지를 수록했다. 모든 배색은 실제 편물 사진과 도안을 함께 수록해 과정과 결과를 한 번에 파악하기에도, 원하는 배색을 골라 조합해 나만의 옷을 만들기에도 좋다. 이 책을 통해 대바늘 배색 뜨기의 즐거움을 만끽해 보자!",
49,요리/살림,겨울정원,375186200,9791193810088,3520,김장훈 지음,가지출판사,20251115,28000,25200,"1,400점",1315,건강/취미,"책소개
2017년 초판 출간,
국내 정원 문화에 새로운 시각을 불어넣은 책.
해를 거듭하며 다시 꺼내 읽는 ‘정원사들의 애장 도서’를
2025-26 겨울 개정판으로 보강, 재출간합니다.

사계절 아름다운 정원을 꿈꾸는 정원사의 마음과 공부

겨울에 펼쳐 일 년을 읽는 정원 독서의 클래식
겨울정원의 역사, 디자인, 식물 선택과 감상법까지

2017년 초판 출간 후 ‘정원사들의 애장 도서’로 각별한 사랑을 받은 《겨울정원》. 빠르게 성장한 국내 정원 트렌드를 반영해 8년만에 개정판으로 재출간한다. 겨울은 식물에게도 혹독한 계절. 그래서 겨울에는 정원도 그닥 볼 만하지 않다고 생각하기 쉽지만, 그런 계절에야 비로소 돋보이는 식물의 형태와 드러나는 아름다움이 있고 그 특별함에 주목해 겨울에도 아름다운 정원을 상상하며 디자인한 꿈의 정원사들이 있다. 겨울 풀밭을 수놓는 갈색의 아름다움을 예찬했던 네덜란드 정원사 피트 아우돌프, 오늘날 윈터가든의 원형을 만든 영국 브레이싱엄정원의 설립자 아드리안 볼룸 등. 겨울 숲의 아름다움에 주목해 일찍이 이 책을 집필한 저자 김장훈도 그 한 사람이다.

《겨울정원》은 정원 문화가 발달한 유럽에서 특별한 사랑을 받으며 진화해 온 윈터가든의 개념을 국내에 처음 소개하고, 사계절 아름다운 정원을 만들기 위해 정원사들이 놓치지 말아야 할 디자인의 기초를 전수한다. 겨울날의 정원에 꼭 담겨야 할 아름다움을 겨울나무의 속살, 그라스와 마른 식물, 상록성 나무와 풀, 겨울에만 볼 수 있는 꽃과 열매 등 세부 주제로 나눠 구성한 글은 정원 실무에 관한 인사이트가 가득하면서도 쉽고 서정적인 문장으로 쓰여 정원 및 식물 감상을 즐기는 애호가들에게도 교양을 넓혀줄 좋은 읽을거리다. 이번 개정판에는 국내 최초의 겨울 주제정원으로 꾸며진 ‘천리포수목원 원터가든’의 디자인 분석과 함께, 우리나라 겨울정원에 심으면 잘 어울리는 식물 목록을 기존 200여 종에서 총 366종으로 대폭 보강해 수록했다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
50,요리/살림,만성염증과 독소 잡는 쿡언니네 채소 항염식,355759830,9791192366470,13590,이재연 지음,레시피팩토리,20250115,23000,20700,"1,150점",9491,요리/살림,"책소개
42만 구독자를 보유한 유튜브 건강 요리 채널 ‘쿡언니네’의 만성염증 잡는 86가지 레시피를 책으로 만나보세요!

특별한 병이 있는 건 아닌데 이유 없이 머리가 아프고, 피부가 간지럽고, 소화가 잘 되지 않나요? 이러한 증상이 장기적으로, 간헐적으로 나타나고 있나요? 그렇다면 혈액 속에 염증 물질이 떠돌아다니며 우리의 몸과 마음을 괴롭히는 상태인 ‘만성염증’을 의심해야 합니다.

원인 모를 각종 신체 증상에 시달리던 이 책의 저자 쿡언니네와 그의 가족들은 모든 증상이 만성염증에서 비롯된다는 것을 알게 된 후 건강한 식생활에 관심을 갖기 시작했습니다. 많은 시도와 연구 끝에 그가 찾은 해답은 바로 채소 항염식.

쿡언니네 채소 항염식은 늘 곁에 있어 몰랐던, 항염 효과가 뛰어난 익숙한 채소 10가지를 당독소가 발생하지 않는 찌거나 데치거나 저온에 굽는 조리법으로 심플하게 요리한 채소 중심의 건강 밥상입니다. 간단하면서도 맛있어서 누구나 쉽게 따라 할 수 있고, 고기나 해산물 등을 더해 다양하게 응용할 수 있고, 매일 먹기에도 참 좋기 때문에 그가 유튜브를 통해 소개한 레시피들은 큰 호응을 얻으며 지금껏 많은 찬사의 후기가 이어지고 있습니다.

이 책은 가이드 편과 레시피 편으로 나눠 구성했는데요, 가이드 편에는 만성염증과 항염에 좋은 재료 등에 대해 상세히 소개했습니다. 레시피 편은 다시 파트를 나눠 파트1에는 일상에서 흔히 볼 수 있는 항염 채소 10가지(양배추, 토마토, 당근, 브로콜리, 애호박, 가지, 무, 비트, 콜라비, 버섯)를 각각 집중적으로 사용한 레시피를 담았고, 파트2에서는 10가지 채소를 다채롭게 조합해 만드는 샐러드, 수프, 한 그릇 식사, 스무디를 배울 수 있습니다. 모든 레시피는 구독자들이 특히 칭찬한 것들로 엄선해 쉽고 맛있습니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
51,요리/살림,김대리의 취향 니트,351008825,9788901289632,13590,바늘이야기 김대리 지음,웅진리빙하우스,20241111,21000,18900,"1,050점",16161,건강/취미,"책소개
“뜨개하기 좋은 계절,
쉽게 뜨고 핏하게 입는 탑다운으로 시작해보자!”

누적 조회수 7000만 뷰, 40만 뜨개 유튜버
모두가 즐길 수 있는 김대리표 작품과
뜨개에 관한 생각을 엿볼 수 있는 에세이까지!

뜨는 것마다 화제, 발표하는 작품마다 베스트셀러! 뜨개인들이 가장 사랑하는 뜨개 작가 김대리의 신간이 출간됐다. 이번 책은 더 스타일리시하고 트렌디하다. 『김대리의 데일리 뜨개』 이후 1년 만에 더 업그레이드되어 매력적인 니트와 소품 10가지 작품으로 채웠다. 여전히 뜨기 쉽고, 두루 입을 수 있으며, 섬세한 핏을 살릴 수 있도록 디테일이 남다른 도안을 선별했다.

탑다운 기법의 작품으로 구선한 이번 책은 초보자도 두루 도전할 수 있다. 바텀업처럼 자연스러운 소매산과 절묘한 핏을 만든 탑다운 심플 니트, 뜨면서 재밌고 입을 때 예쁜 아란 무늬 스웨터와 카디건, 배색이 어려운 사람을 위해 덧수를 고안해 넣은 코위찬 카디건, 디테일까지 신경 써 입었을 때 목이 불편하지 않은 칼라 스타일까지. 모든 작품을 끝까지 완성할 수 있도록 돕는 튜토리얼 동영상과 함께 기법 및 도안에 대한 업데이트 소식도 확인할 수 있는 QR 링크를 제공한다.

이번 책에 실린 10개 작품은 모두 어디에도 발표하지 않은 미공개 도안이다. 그동안 김대리의 일상에서 잠깐씩 엿볼 수 있었던 작품들과 오랜 시간 공들여 완성한 작품만 담았다. 게다가 김대리가 작품을 만들 때 영감을 받았던 장면의 4컷 사진은 색다른 재미를 선사한다. 뜨개인과 나누고 싶은 이야기 담긴 에세이에는 뜨개를 처음 시작한 일화, 뜨개만의 매력, 좋아하는 실을 고르는 기준 등 통통 튀면서도 늘 작품에 진심인 김대리를 만나볼 수 있다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
52,요리/살림,최강록의 요리 노트,322206178,9791192512419,3810,최강록 지음,클,20230814,16800,15120,840점,17636,요리/살림,"책소개
『마스터셰프 코리아 2』 우승자이자 현재 요리 유튜버로 활동 중인 셰프 최강록의 요리 에세이. 단순한 레시피나 맛집 소개가 아닌 주로 ‘재료와 맛’에 대한 설명을 담고 있다. 달걀은 몇 분 삶아야 하는지, 채소를 아삭하게 만드는 방법이나 고기를 맛있게 굽는 방법이 따로 있는지, 생선회를 제대로 즐기는 방법은 무엇인지 등 재료가 가진 맛을 제대로 이끌어낼 수 있도록 친절한 설명으로 독자들을 안내한다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
53,요리/살림,밥을 지어요,132126940,9788934980599,13590,김혜경 지음,김영사,20180209,17800,16020,890점,22048,요리/살림,"책소개
아내표 집밥의 정석

주부들에게 남의 집 구경과 옆집 밥상 구경만큼 재미난 것이 또 있을까. 집밥에는 그 집만의 사연이 담겨 있어 같은 메뉴도 집집마다 맛이 다르다. 『밥을 지어요』는 이재명 시장 집의 삼시세끼 밥상 풍경을 담았다. 아내 김혜경은 한장한장 정성스레 작성한 레시피를 펼치듯 그녀만의 맛있는 이야기를 들려준다. 정치인의 아내라고 해서 특별하고 거창한 상을 차리는 건 아니다. 늘 먹는 밥이지만 먹을 사람을 생각하며 정성을 더하다 보면 조금 더 특별해진다고. 시어머니에게 전수받은 메뉴, 친정엄마에게 배운 요리, 남편의 보양을 위해 차린 메뉴, 타지에 나간 아들들을 위해 싸다주는 도시락, 직접 만드는 천연 조미료... 요리 수업에서 배운 메뉴부터 27년간의 결혼 생활을 통해 개발한 메뉴까지, 66품의 집밥 레시피를 담았다. 모두 수차례의 시행착오를 거쳐서 탄생한 것이다.

영양 듬뿍 담은 제철 재료, 간단한 레시피, 직접 만든 천연 조미료는 저자가 요리를 하는데 있어 가장 중요하게 생각하는 공식이다. 이 기본 공식에 먹을 사람의 사랑이 첨가되면 비로소 든든하고 맛있는 요리가 완성된다. 매일 먹는 집밥뿐만 아니라 주방에서 일어나는 다양한 일들은 풍성한 볼거리를 선사한다. 오래된 손때 묻은 물건에는 요리에 얽힌 추억과 사연들이 소록소록 묻어있고, 도구나 그릇을 활용해 센스를 더하는 살림 노하우는 감각적이다. 여기에 27년만에 털어놓는 가족과 음식에 대한 이야기까지 읽다 보면 어느덧 잘 차려진 밥상을 마주한 느낌이 들 것이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
54,요리/살림,김대석 셰프의 집밥 레시피 3,368130416,9788969526281,13590,김대석 지음,경향BP,20250806,18000,16200,900점,4705,요리/살림,"책소개
이 책만 있으면
‘어떻게 맛 낼까?’ 고민 끝!
유튜브 구독자 242만 명 / 누적 조회수 6억 9천만 뷰
전체 레시피 동영상 QR 코드 수록
2023년, 2024년 요리 분야 베스트셀러 『김대석 셰프의 집밥 레시피』 세 번째 책

매일 만들어 먹고 싶은 한식 레시피를 소개했어요

요리를 처음 시작한 사람이나, 요리가 꽤 손에 익은 사람이나 늘 어떤 음식을 해야 할지, 제대로 맛을 내려면 어떻게 해야 할지 고민하지요. 이 책에는 가정과 음식점에서 ‘더 맛있는 한 끼 식사’를 위해 필요한 한식 레시피들을 소개했습니다. 한국인이라면 누구나 좋아하는 메뉴들입니다. 하루 세 끼 식사 메뉴로 사용하면 좋은 반찬과 국, 찌개를 비롯하여 한국인의 밥상에서 빠지지 않는 각종 김치 담그는 법을 설명했습니다. 또한 매운등갈비찜, 육전, 팥칼국수 등 맛집 레시피까지 알려 주어 집에서도 맛있는 요리를 즐길 수 있습니다. 이제 더 이상 메뉴 걱정하지 말고 자신 있게 식사를 준비해 보세요.

요리의 맛이 달라지는 핵심 포인트를 알려 주어요

같은 재료로 요리를 하더라도 맛을 내는 방법에 따라 음식 맛이 달라지지요. 요리할 때 핵심 포인트만 알면 초보자라도 제대로 된 맛을 낼 수 있습니다. 이 책에는 김대석 셰프가 34년 동안 외식업계에서 터득한 노하우를 아낌없이 알려 줍니다. 단순히 쉽고 빠르게 만드는 것에 초점을 두기보다 익히 알고 있는 한식을 더 맛있게 만드는 방법입니다. 책에서 알려 주는 방법대로 차근차근 따라 하면 반찬부터 국과 찌개, 김치, 별미로 즐길 수 있는 특식까지 어떤 한식이라도 어렵지 않게 척척 만들 수 있습니다. 또한 모든 레시피에 QR코드를 넣어 조리하다가 헷갈리거나 더 자세한 설명을 듣고 싶을 때 동영상으로 자세하게 확인할 수 있습니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
55,요리/살림,기적의 항암 식단,347663059,9788969525963,13590,김훈하.김정은 지음,경향BP,20240919,18000,16200,900점,8796,요리/살림,"책소개
암을 극복한 약사가 직접 체험하고 제안하는 항암 식단 가이드

항암 치료를 받는 동안에는 무엇을 먹어야 할지, 어떻게 먹어야 할지에 대한 지식이 부족해 많은 시행착오를 겪습니다. 항암 치료로 인해 입 안이 헐고, 소화가 어려워지면서 식사 시간이 고통스럽습니다. 이 책에서는 그러한 몸 상태에 부담을 주지 않으면서도 영양을 충분히 섭취할 수 있는 음식을 찾아내고 준비하는 방법을 알려 줍니다.

이 책에는 항암 준비기, 항암 1~2주 차, 항암 회복기, 그리고 표준치료 후 식단까지 각 항암 시기에 맞춘 119가지 레시피를 담았습니다. 될 수 있는 한 쉽고 간단한 조리법으로 건강하게 식사하는 방법을 제안합니다.

암은 평생 관리해야 하는 병입니다. 표준 치료가 끝났다고 모든 과정이 끝난 것이 아닙니다. 몸에 아직 남아 있는 싹이 나지 않은 암세포가 자라지 않도록 해야 합니다. 암의 재발, 전이를 막으려면 섭취했을 때 내 몸의 암을 키우는 음식인지, 몸을 산성화하는 음식인지, 염증이 생길 수 있는 음식인지를 꼼꼼히 따져야 합니다. 당신과 가족이 말기 암 환자라면 지체할 시간이 없습니다. 바로 항암 식단을 시작해야 합니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
56,요리/살림,마즈쿠리의 베이비 보넷,308864643,9791198129116,13590,강유경 지음,래디시,20230130,20000,18000,"1,000점",3727,건강/취미,"책소개
매 시즌 1분 만에 품절, 마즈쿠리의 인기 제품을 한 권에!
한눈에 반하는 귀여운 아기 보넷과 소품들
1~6세 연령별 키즈 사이즈 맞춤 도안 21점 수록

감각적이고 세련된 디자인으로 유명한 마즈쿠리 공방의 베이비 보넷 작품이 드디어 출간되었다. 엄마의 마음을 담아 편안하고 사랑스러운 라인이 돋보이는 아기 보넷, 세트로 활용 가능한 키즈 아이템 21점을 수록했다. 귀여운 베스트와 턱받이, 어떤 옷이든 특별한 분위기를 연출할 수 있는 넥 칼라, 겨울철에 실용적인 레그 워머와 장갑, 일반 마스크 위에 덧씌워 보온을 해주는 부클 마스크 등 보는 순간 한눈에 반할 작품들이 가득하다. 오래 두고 쓸 수 있도록 감각적인 컬러와 패턴으로 뜨는 마즈쿠리의 작품은 동글동글 귀여운 아이의 얼굴을 한층 더 사랑스럽게 만들어줄 것이다.

『마즈쿠리의 베이비 보네스』은 베이직, 레벨업, 모티브 응용 작품까지 누구나 쉽게 뜰 수 있도록 난이도를 나누어 단계별로 제시하는 것이 특징이다. 책에 안내된 ‘작품에 필요한 기법 다지기’ 내용대로 따라 만들다 보면 어느 새 멋진 모티브 패턴까지 손쉽게 완성할 수 있게 된다.

오랜 시간 공방을 운영하며 온오프라인 클래스를 꾸준히 이어온 저자의 경험을 발휘해 최대한 보기 쉬운 도안을 담고자 애썼다. 복잡하지 않은 구성으로 한눈에 알아볼 수 있는 컬러 도안을 실은 것도 장점이다. 특히 0~3세 유아는 귀엽고 사랑스럽게, 4~6세 아동은 어떤 코디에든 멋스럽게 코디하여 활용할 수 있도록 연령별 사이즈로 도안을 모두 구분하였다. 감탄이 절로 나오는 아이들의 착용 사진을 통해 베이비 보넷과 다양한 소품들을 함께 활용할 수 있게 제안해준다. 마즈쿠리의 작품을 통해 평범한 날도 특별하게, 따뜻한 시간으로 채워지기 바란다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
57,요리/살림,로또맘 가계부 PLAN FOR TOMORROW,374361030,9791172109998,13590,로또맘 지음,동양북스(동양문고),20251021,18500,16650,920점,1360,요리/살림,"책소개
‘아끼기만 하는 사람’ 말고
‘굴려서 키우는 사람’ 되는 법
로또맘의 가계부 《PLAN FOR TOMORROW》

마음먹은 순간, 바로 쓰는 ‘로또맘 가계부’
만년형 필사로 쓰면 쓸수록
로또 당첨금만큼 돈이 모인다

만년형 필사 ‘로또맘 가계부’는 매주 돈과 투자에 대한 글귀를 쓰며 마음을 다잡고, 로또 당첨금만큼 돈을 모을 수 있게 도와주는 신개념 가계부다. 이 가계부는 언제든 시작할 수 있는 자유로움, 동기부여를 해주는 필사, 그리고 항목별 ‘주간 예산’ 관리 구조를 통해 기존 가계부의 한계를 뛰어넘는다. 앞부분에는 50/30/20 법칙 같은 자산 관리 원칙이나 투자 성향 파악법, 꼭 확인해야 할 투자 정보 사이트 등이 담겨 있어, 절약 습관에서 종잣돈 마련, 나아가 투자 기초 지식까지 자연스럽게 연결된다. 저자는 20년간 직접 가계부를 쓰며 얻은 노하우를 바탕으로, 인스타그램에서 1,000명 이상의 참여자를 만나며 가계부 챌린지를 운영해왔다. 그 경험을 집약한 ‘로또맘 가계부’는 번번이 가계부 쓰기에 실패했던 사람도 끝까지 해낼 수 있는 확실한 길을 보여줄 것이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
58,요리/살림,김경필의 1억 만드는 짠테크 가계부 2026,372258827,9791173323232,13590,김경필 지음,김영사,20250930,14900,13410,740점,1850,요리/살림,"책소개
“2026년에는 일단 1억 원을 손에 쥐어봅시다”
국민 경제 멘토 김경필의 화제의 가계부 출간!

종잣돈 모으기에서 내 집 마련까지 재테크 노하우 대공개
1쇄 한정 ‘짠테크 가계부 스티커’ 증정

슬기로운 소비 생활을 하고 싶어 하는 사람들에게 뼈 때리는 진단과 실속 있는 해결 방안을 제시하는 섭외 1순위 금융 전문가, 김경필 머니 트레이너의 노하우를 담은 가계부. 일단 쓰고 남으면 모으는 생활을 반복하고 있다면, 재테크는 잘 모르지만 내년에는 부자가 되고 싶다면, 있는 자산을 더 체계적으로 관리하고 불리고 싶다면, 《김경필의 1억 만드는 짠테크 가계부》를 써보자. 하루 10분으로 새는 돈 없이 부자가 될 수 있다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
59,요리/살림,정관스님 나의 음식,361141906,9791155818015,3590,"정관 지음, 후남 셀만 글, 양혜영 옮김, 베로니크 회거 사진",윌북,20250425,24800,22320,"1,240점",11877,요리/살림,"책소개
MD 한마디
사찰음식의 대가, 셰프들의 셰프 정관스님
넷플릭스〈셰프의 테이블〉로 전 세계가 주목한 사찰요리 명장 정관스님의 첫 요리 에세이. 정관스님의 삶과 사찰 음식 50년 수행의 정수를 담은 58가지 사계절 레시피를 담았다. 음식을 통해 삶을 정갈히 돌보는 법을 알려주는 정관스님의 특별한 레시피는 분주한 일상 속 조용한 위로가 되어준다.
2025.03.28.
가정 살림 PD 백정민
“즐겁게 드시라, 걱정도 미움도 본래는 없다.”

세계에서 가장 유명한 사찰음식 명장
넷플릭스 다큐멘터리 〈셰프의 테이블〉 화제의 주인공
정관스님의 삶과 사계절 레시피를 담은 특별한 에세이

세계에서 가장 유명한 사찰요리 명장, 정관스님의 첫 번째 에세이가 출간된다. 한 그릇 음식에 담긴 지혜와 정성스레 정리한 사계절 레시피 58개를 아름다운 사진과 함께 담아냈다. 정관스님은 도란도란 대화를 나누듯, 무엇을 어떻게 먹어야 더 건강하고 행복해질 수 있는지 이야기를 들려준다. 향기로운 차 한 잔을 마시는 듯한 고요한 기쁨이 책장마다 서려 있다.

정관스님은 열일곱 살에 출가한 이래로 50여 년 동안 몸과 마음을 맑히는 사찰음식을 만들고 알리는 일에 힘써왔다. 넷플릭스 최고의 화제작 〈셰프의 테이블〉 출연은 정관스님과 스님의 음식을 우리나라를 넘어 전 세계에 널리 알리는 계기가 되었다. 《뉴욕 타임스》는 정관스님을 ‘철학자 셰프’라 소개했고, “세상에서 가장 진귀한 음식을 맛보고 싶다면 스님이 계신 천진암으로 가야한다”며 찬사를 보냈다. 이제는 매해 세계 각지에서 수백 명의 방문객과 미쉐린 스타 셰프들이 스님의 음식을 맛보고, 배우기 위해 천진암을 찾는다.

이 책은 정관스님이 한땀 한땀 집필한 레시피를 최초로 공개한다는 점에서 더욱 특별하다. 스님의 시그니처 음식인 ‘표고버섯 조청 조림’부터 여름 토마토장아찌, 가을 우엉 고추장 양념구이, 스님이 자기 음식의 비결로 꼽는 각종 양념장과 청 담그는 방법까지. 자연의 기쁨을 온몸으로 느끼며 각 계절에 가장 영양가가 풍부한 채소를 배우고, 식재료 고유의 맛과 풍미를 살리며 음식에 건강한 에너지를 불어넣는 법을 만날 수 있다.

사찰음식은 인생이라는 수행길을 가는 누구에게나 더 좋은 삶을 살도록 돕는 지혜의 음식이다. 정관스님은 요리도 수행이라 말한다. 순간에 집중하며 재료 하나하나에 정성을 다하고, 자꾸만 더하는 게 아니라 덜어내는 일. 스님 말씀처럼 “이렇게 만든 요리는 생에 큰 힘이 된다.” 어쩌면 스님이 우리에게 가르쳐주는 것은 레시피가 아니라 내 삶을 정갈하게 돌보는 일일 것이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
60,요리/살림,인테리어 디자인과 스타일링의 기본,268514968,9791197329500,13590,"프리다 람스테드 지음, 이유진 옮김",책사람집,20210405,18000,16200,900점,4125,요리/살림,"책소개
집보다 더 좋은 곳은 없다!
디자인의 나라 스웨덴에서 배우는 편안한 집,
아늑한 나만의 공간을 만드는 법

디자인의 나라 스웨덴을 대표하는 인테리어 디자인 전문가 프리다 람스테드가 아늑하고 편안한 공간의 비밀을 공개한다. 15년간 현장에서 체득한 공간 디자인과 홈 스타일링의 모든 것을 담았다. 실용서로는 이례적으로 스웨덴, 노르웨이, 핀란드 종합베스트셀러 1위를 차지하며, 프랑스, 미국, 일본, 스페인, 체코, 포르투갈, 네덜란드 등 전 세계 30여 개국에 저작권이 수출되었다. 공간·배색·조명·스타일링·치수와 비율 등 인테리어 디자인 이론뿐만 아니라, 현장에서 전문가들이 활용하는 노하우를 정리했다. 현관, 욕실, 주방, 거실, 침실, 작업실과 서재, 다용도실 등 공간별 디자인도 세세하게 알려준다. 엘르 데코(ELLE DECO) 디자인 어워즈, 스웨덴 일간지 [아프톤블라데트(Aftonbladet)] 빅 블로그 어워즈를 수상했다. 최근 전 세계에서 출간된 인테리어 디자인 서적 중 단연 최고의 화제작이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
61,요리/살림,부케북 : Merry Christmas,378428683,9791175241251,10840,"앨리 러니언 지음, 박혜원 옮김",더모던,20251225,22000,19800,"1,100점",3100,건강/취미,"책소개
책 한 권이 트리가 되고, 한 장의 페이지가 크리스마스가 됩니다.”

- 펼치는 순간 피어나는 따뜻한 빛과 노래, 《메리 크리스마스》가 전하는 마법 같은 연말의 이야기.

《메리 크리스마스(Merry Christmas)는 단순한 미니북이 아닙니다.이 작은 책은 한 권의 책이자, 한 그루의 트리이며, 마음을 밝히는 하나의 예술 작품입니다.표지를 벗기고 페이지를 펼치는 순간 반짝이는 장식들이 하나씩 솟아오릅니다.춤추는 여인들, 북을 두드리는 드러머들, 그리고 배나무 위의 한 마리 파트리지까지-각 페이지마다 펼쳐지는 팝업 장면은 전통적인 크리스마스 캐럴의 세계를 손끝에서 직접 느끼게 해줍니다.

《메리 크리스마스》는 단순한 읽을거리를 넘어, 연말의 공간을 따뜻하게 채우는 오브제입니다.책상을 밝히는 장식으로, 식탁 위의 대화 소재로, 혹은 사랑하는 이에게 건네는 작고 특별한 선물로-이 책은 어느 곳에서도 그 존재만으로 크리스마스의 기쁨을 전합니다.페이지를 넘기며 펼쳐지는 트리는 독자의 손끝에서 완성되고, 한 해를 마무리하는 계절의 설렘을 고스란히 담아냅니다.",
