순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),책소개,목차
61,종교/역학,믿음이 이긴다,374987603,9791165046644,3230,홍민기 지음,규장(규장문화사),20251029,11000,9900,550점,4145,종교/역학,"책소개
완벽한 믿음의 대상,
전지전능하신 하나님을 믿는다면
믿음이 반드시 이긴다!

크리스천조차 “믿음이 이긴다”라고 하면 “그렇죠”라고 하면서도 속으로는 ‘정말 믿음이 이길까?’라고 의구심을 갖는다. 믿음이 점점 힘을 잃고 있는 것 같다. 그러나 저자는 너무나 확고하게 ‘믿음이 이긴다’고 단언한다. 믿음에서 중요한 것은, 우리 믿음의 크고 작음이 아니라 믿음의 대상이기 때문이다. 아무리 대단한 믿음을 가지고 있어도 엉뚱한 대상을 믿는다면, 그 믿음은 아무 소용없다. 우리가 믿는 분은 전지전능하신 하나님, 우리를 가장 완벽하게 사랑하시는 예수님이시다. 완벽한 믿음의 대상, 전지전능하신 하나님을 믿는다면 믿음이 반드시 이긴다. 이를 전제로 저자는 이 책에서 믿음의 다양한 면모를 살펴보면서, 우리가 어떤 믿음의 기세를 가지고 살아가야 하는지를 힘 있게 전한다. 믿음이 반드시 이긴다고, 그러니 그 믿음으로 승부를 걸어보자고 강하게 도전한다!
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
들어가는 말

Chapter 1 믿음은 하나님을 아는 것

Chapter 2 믿음의 시작

Chapter 3 흔들리지 않는 믿음

Chapter 4 의심을 이기는 믿음

Chapter 5 믿음의 능력

Chapter 6 믿음과 기다림

Chapter 7 믿음의 공동체

Chapter 8 믿음의 상급
펼쳐보기"
62,종교/역학,한번 읽어 봅시다! 가톨릭 신학과 교리 해설,374528131,9788984817043,3230,조한규 지음,생활성서사,20251101,18000,16200,900점,1845,종교/역학,"책소개
예수님의 삶과 가르침으로 만나는
가톨릭 신학과 교리의 핵심!

『한번 읽어 봅시다! - 가톨릭 신학과 교리 해설』은 가톨릭 신앙의 중심이자 근원인 예수 그리스도를 중심으로 가장 중요하고 기초적인 신학과 교리를 배우는 안내서이다. 사제이자 신학자로 오랜 기간 신학생들을 가르쳐 온 저자가 본당 신자 재교육은 물론, 신학 입문까지도 섭렵할 수 있도록 쉽게 풀어 쓴 이 책은 하느님을 더욱 깊이 앎으로써 그분을 더욱 사랑하도록, 나아가 성숙한 신앙인으로 살아가도록 이끄는 믿음의 동반자이자 길잡이가 되어 준다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
들어가는 말

제1장 예수님의 탄생

01 하느님 - 창조주, 유일신, 전능하신 분
02 구약 성경 1 - 선택과 계약
03 구약 성경 2 - 구약과 신약의 관계
04 구약의 마지막 인물들 - 즈카르야, 엘리사벳, 세례자 요한
05 예수님 탄생 - “성령으로 인하여 동정녀 마리아에게서”
06 성모 마리아 - 신앙과 순종
이것만은 꼭! - 성경이란?

제2장 예수님의 공생활

01 예수님의 어린 시절 그리고 성 요셉
02 광야 - “저희를 유혹에 빠지지 않게 하시며”
03 카나의 첫 기적과 성전 정화
04 부르심 - 제자들, 그리스도인, 사제와 수도자
05 복음의 핵심 메시지 - 하느님 나라와 영원한 생명
06 예수님은 어떤 분이신가요?
이것만은 꼭! - 신앙의 핵심인 신경



01 참된 행복 8가지 - ‘진복팔단’
02 새 계명 - 하느님 사랑과 이웃 사랑
03 가장 큰 사랑 - 용서의 어려움
04 마리아, 마르타, 라자로 - “참 좋은 몫을 택했다.”(루카 10,38-42)
05 되찾은 아들의 비유(루카 15,11-32)
06 부자와 라자로의 비유(루카 16,19-31)
이것만은 꼭! - 전례가 신앙에 꼭 필요한가요?



01 성체성사는 최후의 만찬에서 시작된 건가요?
02 최후의 만찬과 유다교 파스카 만찬의 관계
03 예수님과 유다와 베드로
04 왜 예수님은 십자가에서 피 흘리며 돌아가셔야 했나요?
05 “이분이 네 어머니시다.”(요한 19,27)
06 성토요일 신학 - “저승에 가시어 사흗날에”
이것만은 꼭! - “고해성사를 하면 정말 죄가 사라지나요?”



01 부활의 증거 - 빈 무덤과 제자들의 증언
02 부활의 첫 증인 - 마리아 막달레나
03 부활과 제자들 - ‘그리스도를 따름Imitatio Christi’
04 사도행전 - 교회의 시작과 바오로
05 그리스도교의 시작 - 예수가 그리스도이시다!
06 삼위일체 교리의 형성
이것만은 꼭!- “신학이란 무엇이고, 어떻게 구분하나요?”



01 “주님이시며 생명을 주시는 성령”
02 성령의 은총과 열매
03 바오로 서간과 가톨릭 서간
04 가톨릭 교회와 사적 계시의 관계
05 종말과 종말론
06 익명의 그리스도인과 교회의 필요성
이것만은 꼭! - 신앙은 우리에게 꼭 필요한가요?
펼쳐보기"
63,종교/역학,교양으로 읽는 기독교,378762675,9791170833086,3230,김학철 지음,복있는사람,20251124,20000,18000,"1,000점",2600,종교/역학,"책소개
""기독교 교양이란, 보편적 언어로 기독교를 서술하고 그것을 살아내는 힘이다!""

기독교는 지난 2천 년간 인류, 특히 서양 문명을 이끌어 온 중심 기둥이었다. 지금도 세계 인구의 3분의 1을 차지하며, 서양력, 법률, 윤리, 예술 등 우리 주변에는 기독교 없이는 설명할 수 없는 유산들이 많다. 그만큼 기독교는 믿음과 전통을 넘어, 인간 존재의 근원적 질문, 공동체 윤리, 예술과 문학, 시민의식, 정치와 과학까지 포괄하는 거대한 사유의 장이다. 기독교인이라면 자신이 믿는 신앙을 ‘교양’ 곧 보편의 언어로 이해하고 서술하는 힘이 필요하다. 내 신앙이 어떻게 형성되었고, 무엇을 의미하며, 어디로 향하는지를 역사와 문화, 사상 등 다양한 관점에서 숙고해야 한다. 반대로 비기독교인 또는 비종교인에게 기독교 교양은 오늘의 세상을 형성한 종교의 힘과 전통에 익숙해지는 기회가 된다. 이것이 교양의 힘이다.

저자는 지난 20년간 연세대학교에서 이어 온 강의를 엮은 이 책에서 ‘기독교 교양학’이라는 전망을 제안하며 기독교를 설명하고자 한다. 이는 다종교·다문화 사회를 살아가는 교양인에게 필수적일 뿐 아니라 전 세계적으로 중요성이 커지고 있는 ‘종교 문해력’과도 깊이 맞닿아 있다.

오늘의 현실을 돌아보면 절망과 분노, 회의의 소리들이 더 크게 들릴 때가 있다. 그러나 기독교는 궁극적으로 ‘희망’에 관한 이야기이다. 그리고 그 희망은 하나님에게서 비롯된다는 것이 기독교의 신앙 고백이다. 이 책이 기독교인에게는 “내가 믿는 것을 어떻게 서술할 수 있을까?”를 담담하게 고민하는 시간이 되기를, 또 비기독교인에게는 서구 문명과 세계를 움직여 온 거대한 힘의 근원을 탐구하는 흥미로운 지적 여정이 되기를 바란다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
시작하면서

1장. 기독교와 교양
-교양의 뜻
-호모 사피엔스는 호모 렐리기오수스다
-종교의 기본 전제와 뜻
-종교 문맹, 종교 문해력, 종교 이해 접근법
-기독교와 기독교 문해력

2장. 예수-기독교의 중심
-외계인의 기독교 탐사
-예수의 네 얼굴
-역사학으로 예수를 이해한다는 것
-역사 속 예수의 가르침과 삶

3장. 기독교의 탄생과 성장
-예루살렘 예수 공동체의 탄생과 성장
-사마리아, 그리고 제국 곳곳에 들어선 예수 공동체
-기독교 선교의 성공 원인들
-정치화된 종교 권력과 종교화된 정치 권력, 그리고 교회의 대분열
-동방정교회

4장. 기독교 역사의 빛과 그림자
-기독교 신앙과 전쟁
-신앙과 이성
-희생양과 마녀사냥

5장. 기독교의 확장
-기독교의 선교
-이단과 사이비

6장. 기독교와 오늘날 삶의 의미
-삶의 의미, 밖 혹은 안에?
-허무주의의 주장과 비판
-‘삶의 의미’ 정의와 그것을 향한 욕망
-기독교 신앙과 삶의 의미

맺으면서
주
펼쳐보기"
64,종교/역학,2025 대림절 묵상집 : 주님을 기다리며,376089041,9788984309593,3230,"정명성 지음, 기독교대한감리회 교육국 엮음",KMC,20251110,3000,2850,90점,3000,종교/역학,"아침을 기다린 사람에게나 기다리지 않은 사람에게나, 모두에게 차별 없이 아침은 당도합니다. 그렇지만 기다린 사람의 아침은 빛으로 충만한 순간이겠으나, 기다림이 없었던 이의 아침은 여전히 잠에서 깨지 못하는 어둠일 것입니다. 2025년 대림절, 방향 없는 질주를 멈추지 못하는 세상에서 주님을 향한 갈망과 기다림이 촛불처럼 오롯하길 기도합니다. ","목차
들어가는 말 어둠에서 빛을 향한 순례
11월 30일 대림절 기도1
12월 1일 그때가 언제인지는 아무도 모른다
12월 2일 노아의 때
12월 3일 진주조개
12월 4일 밭에 있는 두 남자, 맷돌 가는 두 여자
12월 5일 생각지 않은 때에 오신다
12월 6일 첫걸음을 걷는 사람들
12월 7일 전령
12월 8일 천국이 가까이 왔다
12월 9일 회개하라
12월 10일 세례 요한
12월 11일 회개에 합당한 열매
12월 12일 불로 성령으로
12월 13일 평화, 세상을 덮다
12월 14일 광야의 기도
12월 15일 오실 그분이 당신입니까?
12월 16일 그리스도의 길
12월 17일 약속
12월 18일 기다림의 심연에서
12월 19일 족보, 그는 그리스도이시다
12월 20일 수태고지, 그는 하나님의 아들이시다
12월 21일 대림절 기도2
12월 22일 아기의 이름은 예수
12월 23일 순명
12월 24일 베들레헴의 기도
12월 25일 말씀이 육신이 되다
펼쳐보기"
65,종교/역학,복음 수업,374966020,9788953152021,3230,이인호 지음,두란노,20251022,24000,21600,"1,200점",2955,종교/역학,"책소개
33가지 질문으로 풀어낸 로마서 공부의 결정판!
“복음을 단순한 교리나 지식이 아니라,
우리의 삶을 변화시키는 살아 있는 능력으로 만나게 될 것입니다.”
강영안·유기성·이재훈·정갑신 추천

따뜻한 복음의 온기를 전하고자 열정을 쏟아 온 더사랑의교회 이인호 목사의 로마서 복음 수업. 오늘날 한국교회의 어려움이 다른 곳에 있지 않고, ‘복음에 대한 무지’에 있다고 생각한 저자는 이 시대의 대안은 오직 예수 그리스도뿐임을 알기에, 복음을 아는 데 그치지 않고 복음으로 ‘자신의 삶을 형성하고, 교회를 세워야 한다’고 강조해 왔다.

복음은 죄 문제의 해답이며, 하나님이 우리를 위해 이루신 은혜의 소식이다. 복음은 온전하며, 우리를 순종하게 만든다. 그러나 많은 성도가 여전히 죄의 문제를 경험하며, 복음의 은혜와 목적을 알지 못한 채 신앙생활하고 있다. 이에 안타까움을 느낀 저자는 복음의 정수인 로마서를 해설하며, 복음이란 무엇인지, 어떻게 하면 복음을 누릴 수 있는지, 그리고 복음이 우리의 삶을 어떻게 근본적으로 변화시키는지를 설명한다. 복음을 모르며, 체화하지 못하는 한국교회와 성도가 회복되기를 간절히 바라면서 말이다.

이 책은 성도의 질문에 귀 기울여 찾아낸 복음적 답변의 결정체다. 저자는 ‘믿은 지 오래되었는데도 복음을 다시 들어야 하나요?’, ‘다 죄인이라면 도대체 누가 구원받나요?’, ‘하나님의 자녀인데 왜 고난을 받나요?’ 등 죄와 심판, 믿음, 성령, 전도에 관한 성도의 33가지 질문에 로마서로 답한다. 놀라운 비밀이 담긴 성경 본문을 충실히 풀어내면서도 단순한 주해에 머무르지 않으며, 복음을 경험하도록 돕는 실제적인 적용들을 담아낸다.

또한 매 장마다 ‘토론과 적용을 위한 질문’을 실어 공동체가 모여 복음을 공부하도록 돕고 있다. 어려울 수 있는 복음의 의미를 성도의 눈높이에서 쉽고 깊이 있게 전하는 이 책을 통해 죄, 구원, 복음에 관한 궁금증을 해결하고, 오해를 바로잡을 것이다. 로마서 공부의 결정판인 이 한 권으로 복음의 핵심을 온전히 이해하며, 성도와 한국교회가 막연하게 알던 복음, 그 가치를 깨닫지 못해 삶으로 살아내지 못했던 복음을 생생하게 경험하게 될 것이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
추천사
서문

PART 1 다시 들어야 할 복음 (롬 1:1-17)
01 복음이란 무엇인가요?
02 믿은 지 오래되었는데도 복음을 다시 들어야 하나요?

PART 2 죄와 심판의 복음 (롬 1-3장)
03 사랑의 하나님이 왜 진노하시나요?
04 왜 우상 숭배가 죄의 하이라이트인가요?
05 죽은 후 정말 심판이 있나요?
06 착한 사람도 심판받나요?
07 왜 긍정의 힘을 주의해야 할까요?

PART 3 은혜의 복음 (롬 3-5장)
08 다 죄인이라면 도대체 누가 구원받나요?
09 믿음으로 얻는 구원은 싸구려 아닌가요?
10 구약성경은 착하게 살아야 구원받는다고 하지 않나요?
11 약속은 세월이 흘러도 변치 않나요?
12 구원받는 믿음의 DNA가 따로 있다고요?
13 믿으면 하나님이 무섭지 않다고요?
14 어떻게 한 분의 죽음이 모든 사람을 구원할 수 있나요?

PART 4 새로운 주인의 복음 (롬 6장)
15 믿기만 하면 마음대로 살아도 되나요?
16 내 몸의 주인이 바뀌었다고요?

PART 5 새로운 남편의 복음 (롬 7장)
17 왜 ‘구원=믿음+행위’가 틀린 건가요?
18 왜 많이 가르쳐도 선해지지 않을까요?
19 신자 안에 죄가 몰래 살고 있다고요?
20 왜 거듭났어도 넘어지나요?

PART 6 내주하는 죄를 이기는 복음 (롬 8:1-17)
21 신자가 실제로 죄를 이길 수 있나요?
22 성령님은 왜 생각을 먼저 바꾸시나요?
23 성령님이 정말 신자의 몸 안에 거하시나요?
24 우리가 하나님 나라의 상속자라는 증거가 있나요?

PART 7 고난을 이기는 복음 (롬 8:17-39)
25 하나님의 자녀인데 왜 고난을 받나요?
26 왜 고난의 때에 기도를 도우시나요?
27 하나님은 택한 사람을 정말 버리지 않으실까요?

PART 8 전도의 복음 (롬 9-11장)
28 선택받아야 믿을 수 있다는데 사실인가요?
29 그러면 믿지 않는 것은 누구의 책임인가요?
30 지식 없는 열심은 왜 해로운가요?
31 전도라는 방식이 정말 효과가 있나요?
32 이스라엘은 영원히 버림받은 건가요?
33 이미 믿은 자를 아끼지 아니하신다니요?
펼쳐보기"
66,종교/역학,시골의사 복음,373239678,9791165046552,3230,시골의사 지음,규장(규장문화사),20251013,15000,13500,750점,4290,종교/역학,"책소개
“안녕하세요, 시골의삽니다! 잘 지내셨지예?”
경상도 시골에서 어르신들과 행복하게 씨름하며 조금씩 흘려보내는 따뜻한 복음
유튜브 「시골의사TV」 황 원장의 복음 처방전!

저자는 시골에서 환자를 돌보며 두 딸을 키우고, 매주 교회에서 찬양대를 지휘하며 섬기고 있다. 그는 죽음과 삶의 경계, 용서와 기도의 어려움, 공동체와 신앙의 본질에 대한 깊은 사유를 진솔하면서도 유머러스하게 이 책에 담아냈다. 일상의 소소한 순간 속에서도 신앙의 본질을 포착해내는 그의 시선은 때로는 깊고, 때로는 따뜻하다. 특히 유튜브 채널 「시골의사TV」에서 전해온 꾸밈없는 위로와 격려가 이 책 곳곳에도 고스란히 배어 있다.

저자는 ‘들어가는 글’에서, 말씀에 순종하며 하나님의 사랑을 드러내길 소망하는 이들이 이 책을 통해 삶의 새로운 출발점을 만나기를 바란다고 전한다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
여는 글

1부

용서
같이 가자
기도
애벌레 껍데기
단체 구보
미군
종기
스피커
수제비
뇌
손 바꾸기



좋은 것도 과하면 독
말씀의 수술
만병통치약
사랑한다면
외식하는 자
겨울
마비
가죽
과속 카메라
불나방
모습



부력
예배
무명
마태와 시몬
찬송가
죄
순대
찬양대
쉼과 섬김
고시원



서스펜션
불공평
나사렛
추석
포도주
헌금
벌
전도
밥
현수막
잡초

닫는 글
펼쳐보기"
67,종교/역학,매일 아침 아빠의 묵상이 배달됩니다,370642603,9788904169207,3230,최진석.최보인 지음,생명의말씀사,20250825,20000,18000,"1,000점",5875,종교/역학,"책소개
“띵동, 특별한 묵상이 도착했습니다”
박영선, 정창균, 김온유 추천
한국 교회의 모든 부모와 청년이 읽어야 할 책!

“아빠는 제가 본 사람 중에 가장 성실한 사람입니다. 10년 넘게 매일 아침 출근 전 엄마를 위한 커피를 내리고, 20년 넘게 매일 아침 묵상글을 적어 가족과 친구들에게 메시지를 보내주세요.”

세상에 많은 ‘딸 바보’가 있지만, 20년 동안 매일 아침 딸들에게 묵상글을 보내주는 아빠가 또 있을까? 저자는 전국에서 환자들이 찾아오는 명의로서 성공한 의사이지만, 정작 그의 딸들에게 한 번도 공부하라는 이야기를 하지 않았다고 한다. 대신에 “아빠는 의사이면서 왜 그렇게 신학책을 열심히 보는 거예요?”라고 딸들이 의아해할 만큼 하나님을 아는 지식에 열심이었다. 딸들의 방학이 되면 여러 신학교 교수님과 목사님을 가정으로 초청해 교회사와 조직신학 과외 수업을 받았고, 함께 책을 읽으며 ‘소요리문답’, ‘대요리문답’을 공부하기도 했다. 세상의 공부는 많이 하지 않아도 되지만 하나님이 어떤 분이신지는 알아야 한다고 말하는 저자는 자녀들이 살아가는 동안 ‘오직 성경’의 인생을 살길 바라며 오늘 아침도 묵상 메시지를 전송한다.

자신을 시골의 평범한 의사이자 장로라고 소개하지만, 그의 지인들은 누구도 그렇게 성실하기가 어려워서 그가 공공의 적이 되기도 했다고 말한다. 이 책은 두 딸에게 든든한 기둥이자 언제나 돌아갈 수 있는 넓은 품이었고, 먼저 겪은 시행착오를 통해 더욱 단단해진 신앙을 물려줄 수 있었던 아빠의 이야기를 들려준다. 단순히 개인적인 가정사에 그치지 않는다. 의사답게 냉철하고 정확하면서도, ‘따뜻한 개혁신앙’을 따르는 장로로서 겸손하고 올바르며, 딸 바보 아빠답게 다정하고 유쾌하다. 가르칠 것을 가르치고 사랑할 만큼 사랑했던 아빠의 묵상 기록을 통해 하나님 아버지의 사랑을 느낄 수 있을 것이다. 청년들은 자녀이자 앞으로 예비 부모가 될 위치에서 견실하게 준비되고, 부모들은 자녀에게 올바른 길을 보여줄 지혜를 얻을 것이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
추천사
들어가는 글
매일 아침, 마음 눈을 밝힌 17년의 기록
대를 이어 신앙을 전수하는 일의 간절함

Part 1 우리 가족을 소개합니다

아빠가 처음 교회에 나간 이야기를 해줄까?
러브레터는 꼭 아가서로 쓰기를
공부 잘해서 교만해질 바엔 차라리 안 하는 게 낫다
아빠가 매일 아침 너희에게 묵상글을 보내는 이유
기독교에 완강했던 할아버지는 어떻게 세례를 받게 되셨을까?
너의 뒤에는 항상 믿음의 응원팀이 있단다



다름과 틀림: 의사인 아빠가 신학책을 열심히 보는 이유
하나님은 어떤 분이실까?
기도가 어렵다면 “우짤까요”라고 시작해보자
성경에서 한 구절만 기억할 수 있다면 ‘황금 사슬’을 기억하렴
아빠는 종말이 오히려 기다려지기도 해



어떠한 상황에서도 너의 ‘행위’ 보다 ‘존재’가 먼저야
늦어도 괜찮아, 하나님은 기다리신단다
전도할 때는 주기도문, 사도신경, 십계명을 알려주자
교회가 어떤 곳인지를 알아야 내가 속할 교회도 찾을 수 있어
진짜를 알면 가짜는 저절로 보이는 법이야



좋은 배우자를 찾기보다 좋은 배우자가 되어주렴
그리스도의 향기가 나는 연애
결혼은 선택하고 책임지는 묶임이란다
자녀는 하나님이 잠시 맡기신 영혼이야



억울한 일을 당할 때도 선으로 악을 이겨내렴
한 인생이 소명을 따라 산다는 것의 의미
내 배만 채우는 것으로 끝나지 않는 인생을 살기를
생업에 필요한 세 가지: 동역자, 공부 그리고 물맷돌
치열한 경쟁사회에서도 공부해서 남 주는 삶을 살아라
허무함을 충만함으로 바꾸는 것은 결국, 사랑이야
아빠가 강조하는 기독교 의료관은 뭘까?



내 물질의 주인이 누구인지를 항상 생각하렴
십일조, “나의 모든 것이 하나님의 것입니다”
성도는 경제 공부를 손에서 놓지 않아야 한다
사회 초년생의 지혜로운 재정 관리 방법은 뭘까?
자기계발은 소비와 투자를 구분해야 해



백만 송이 장미가 피어나 하나님의 향기가 묻어나길
불청물떡, “불의한 청지기처럼 심판의 날을 준비하자”
‘엄개’와 ‘따개’, 율법 앞에서 작아질 때 필요한 것
십계명을 잘 살아내 보리라 다짐하는 어른이 되어라

나가는 글 아빠가 가르쳐 준 대로 살지 못하면 어떡하죠?
부록 아빠가 추천하는 책과 영화, 한 줄 이야기
감사의 말
펼쳐보기"
68,종교/역학,팀 켈러의 내가 만든 신,109042167,9788953128286,3230,"팀 켈러 지음, 윤종석 옮김",두란노,20170508,14000,12600,700점,16028,종교/역학,"책소개
이 시대가 사랑하고, 믿고, 순종하는
‘가짜들’에게 결별을 선언하다

내 입맛에 맞게 신들을 만들어 내, 사랑하고 믿고 순종하기를 즐기는 세상이다. 눈에 보이는 목상이나 신상이 아니더라도, 이미 우리 마음속을 지배하는 가짜 신들이 널려 있다. 참 신이신 하나님을 흉내 낸, 말 그대로 가품들이다. 성경과 이 시대를 통찰력 있게 읽어 주기로 정평이 난 팀 켈러는 이 책에서 우상이 점령한 현대 사회를 진단하고, 유일하신 하나님께로 돌아가자고 경종을 울린다.

 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
프롤로그. 우상, 생각보다 훨씬 더 위험하다
내가 만든 신은
반드시 나를 배신한다


1 내가 만든 신, 평생 소원
오래 간절히 바랄수록
우상이 되기 쉽다

2 내가 만든 신, 사랑
사랑에 속고 속다
환멸에 찬 노예가 되었다

3 내가 만든 신, 돈
풍족한 소유와 소비로도
영혼의 헐벗음은 면치 못한다

4 내가 만든 신, 성취
그 어떤 성공신화도
‘인간의 한계’를 넘을 수 없다

5 내가 만든 신, 권력
권력의지는
두려움의 또 다른 얼굴이다

6 가면 쓴 숨은 신들, 문화와 종교
은혜 없는 복음은
‘가짜 하나님’을 만든다

7 제자리를 찾아서
전인격이 예수 복음을
통과해야 한다


에필로그. 가짜들에게 결별을 선언하다
‘참 하나님’으로 대체하지 않으면
계속 대상만 바뀔 뿐이다


펼쳐보기"
69,종교/역학,2025 대림절 묵상집 : 당신을 기다리는 동안,376183063,9791194191179,2230,금은경 외 지음,한국기독교장로회총회교육원,20251025,5000,4500,250점,5160,종교/역학,"책소개
이 교재는 대림절 동안 매일 말씀을 읽고, 기도할 수 있도록 구성한 대림절 묵상집이다.

- 개인의 삶의 자리에서 예수님의 오심을 기다리며 준비한다.
- 교회와 회사 및 가정에서 함께 예수님의 오심을 기다리며 준비할 수 있다.
- 의미 있는 성탄 선물로도 활용할 수 있다.
- 묵상 내용이 듣는 말씀(영상 나레이션)으로도 제공됩니다. 도서 표지에 있는 큐알코드를 통해 한국기독교장로회 총회교육국 유튜브에서 이용하실 수 있다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
대림절 첫째 주간
11월
30일 주일 너희도 준비하고 있으라

12월
1일 월 우리 편이 되신 하나님
2일 화 우리와 함께 완성될 약속
3일 수 절망에서 희망으로
4일 목 단비처럼 오시는 이
5일 금 이리로 가라
6일 토 주연(主演) 같은 조연(助演)

대림절 둘째 주간
7일 주일 성령도 오십니다
8일 월 품위(品位) 있는 그리스도인
9일 화 작은 자를 크게 쓰시는 하나님
10일 수 약속을 신뢰하며 살아가는 삶
11일 목 우리의 시간, 하나님의 시간
12일 금 기다림은 곧 행동입니다
13일 토 회개에 합당한 열매

대림절 셋째 주간
14일 주일 광야에 꽃을 피우리라
15일 월 하나님께 소망을 두라
16일 화 믿음의 터
17일 수 예수님의 시선
18일 목 평안 주실 때
19일 금 마음 속 랜드마크
20일 토 기다림의 모양

대림절 넷째 주간
21일 주일 밤에 들은 말씀을 낮에 지키는 용기
22일 월 ‘마라나타’, 주여 오시옵소서
23일 화 언약의 노래
24일 수 한 아기가 우리에게서 났고

성탄절
25일 목 말씀이 육신이 되어

26일 금 여호와를 찬양하며
27일 토 세상을 이기는 사람들

성탄절 첫째 주간
28일 주일 예수님은 그리스도이시다
29일 월 잊을 수 없습니다
30일 화 낡음 속의 새로움
31일 수 무엇을 구하겠느냐
펼쳐보기"
70,종교/역학,떠내려가지 마라,361162754,9791165046040,3230,고성준 지음,규장(규장문화사),20250331,17000,15300,850점,3633,종교/역학,"책소개
“넋 놓고 있으면 미혹의 물결에 떠내려갈 뿐이다!!”
진리를 향한 노 젓기를 멈추지 않아야 미혹에서 벗어날 수 있다

무엇이 진실이고 무엇이 거짓인지를 구분할 수 없을 정도로 미혹의 거센 물결이 이 시대를 휘감고 있다. 가만히 있으면 눈 깜짝할 사이에 미혹의 물결에 휩쓸릴 것이다. 이것은 단순히 믿음으로 해결할 수 있는 문제가 아니다. 그래서 저자는 먼저 이 시대를 휘감고 있는 강력한 미혹의 물결에 대해서 알려주고, 진리를 사수하기 위한 방법을 소개한다. 어느덧 사실과 팩트가 중요하지 않고 대신 의미와 감정이 난무하는 이 시대에 미혹과 싸우는 방법은 ‘분별력’이라고 소개한다. 차분히 팩트를 확인하고 팩트에 기초해서 성경적 관점으로 이 세상을 바라볼 것을 강조한다. 자신의 사고와 판단 역시 팩트에 기초하고 있는지를 성찰해보라는 것이다. 크리스천 앞에는 평생 싸워나가야 할 ‘진리의 싸움’이 놓여 있다. 우리가 믿는 진리는 개인의 영성이나 신앙이라는 사적이고 종교적인 진리에 머무는 것이 아니라 내가 속한 공동체와 사회와 국가와도 밀접하게 연결된 ‘사실’이기 때문이라고 역설한다. 이 시대의 강력한 미혹의 물결을 거슬러서 진리를 사수하기 원하는 분들에게 강력히 일독을 권한다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
프롤로그

PART 1 미혹의 물결은 이미 우리를 휘감고 있다

01 시대의 도전자들
02 미혹은 영이다
03 우리 시대의 5가지 미혹들

PART 2 미혹의 물결을 제대로 파악하라

04 문화 막시즘
05 진화론
06 황금만능주의
07 미혹과 확증 편향



08 성경적 가치관과 사회적 책무
09 자유 vs 통제
10 성경적 가치관과 복음적 책무
11 우리의 책무
펼쳐보기"
71,종교/역학,신약 언어 수업,377709725,9791193931172,3230,조재천 지음,도서출판 학영,20251119,15800,15010,470점,1980,종교/역학,"책소개
“단어 하나가 신앙을 바꾼다!”

『신약 언어 수업』은 교회 안에서 익숙하게 사용하지만, 사실은 가장 오해를 받고 있는 신약성경의 핵심 단어들을 탐구한다. 신약성경 안에서 사랑, 구속, 기도, 복음, 죄, 영혼, 장로, 얼굴, 어린양이 각기 어떠한 의미를 지니는지, 그것이 오늘날 우리의 신앙과 어떻게 연결되는지 새로운 시각으로 살펴본다. 신약성경을 읽지만 정작 단어의 진짜 의미를 놓치고 있지는 않은가? 『신약 언어 수업』은 신약성경 속 핵심 단어들의 의미를 풍성히 드러낸다. 저자의 친절한 안내에 따라 각 단어의 어원과 시대적 맥락을 따라가다 보면, 마치 신약성경 속 언어가 오늘날 우리에게 직접 말을 거는 듯한 생생한 감동이 밀려온다. 신약성경의 언어를 배우는 일은 곧 우리의 신앙을 새로 배우는 일이다. 『신약 언어 수업』은 단순히 단어를 연구하는 책이 아니라, 신앙의 언어를 회복하는 여정과 같은 책이다. 이 책을 통해 그리스어 단어가 여는 신약의 세계, 그리고 그 안에서 되살아나는 믿음의 감동을 온전히 누리기를 바란다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
서문 | 5
서론 | 7
1장 사랑 | 15
2장 구속 | 35
3장 기도 | 55
4장 복음 | 75
5장 죄 | 93
6장 영혼 | 115
7장 장로 | 135
8장 얼굴 | 155
9장 어린양 | 179
부록_전치사 | 199
신약 언어 학습 가이드 | 219"
